Version 2:CSV
Datum:,WGS-84
ZoneOffset:,-8.000000
"Type","Name|Color|Visibility","Lat","Long","Month#","Day#","Year","Hour","Min","Sec","Altitude (Feet)","Depth (Feet)","Temp Deg C","Units","DP","DS","DT","VP (Mi/hr)","TP"
T,,69.88425440,-148.93170166,4,15,2008,13,43,18,1e25,1e25,-20.600000,"SM",0.0356,5.5047,691.0446,4.581347,28,
T,,69.88483426,-148.93132011,4,15,2008,13,43,50,1e25,1e25,-20.600000,"SM",0.0411,5.5457,691.0857,4.621218,32,
T,,69.88529962,-148.93103027,4,15,2008,13,44,16,1e25,1e25,-20.600000,"SM",0.0329,5.5786,691.1186,4.553009,26,
T,,69.88570397,-148.93063347,4,15,2008,13,44,41,1e25,1e25,-20.600000,"SM",0.0295,5.6081,691.1481,4.245908,25,
T,,69.88601678,-148.93006895,4,15,2008,13,45,5,1e25,1e25,-20.600000,"SM",0.0254,5.6335,691.1735,3.815583,24,
T,,69.88649748,-148.92929077,4,15,2008,13,45,35,1e25,1e25,-20.600000,"SM",0.0380,5.6716,691.2115,4.561563,30,
T,,69.88695522,-148.92866515,4,15,2008,13,46,2,1e25,1e25,-20.600000,"SM",0.0349,5.7065,691.2465,4.659409,27,
T,,69.88745872,-148.92819207,4,15,2008,13,46,31,1e25,1e25,-20.600000,"SM",0.0366,5.7431,691.2830,4.538389,29,
T,,69.88771051,-148.92774959,4,15,2008,13,46,47,1e25,1e25,-20.600000,"SM",0.0203,5.7634,691.3034,4.573535,16,
T,,69.88821410,-148.92733762,4,15,2008,13,47,15,1e25,1e25,-20.600000,"SM",0.0361,5.7995,691.3395,4.647188,28,
T,,69.88877862,-148.92691039,4,15,2008,13,47,46,1e25,1e25,-20.600000,"SM",0.0403,5.8398,691.3798,4.680423,31,
T,,69.88893125,-148.92680353,4,15,2008,13,47,55,1e25,1e25,-20.600000,"SM",0.0108,5.8507,691.3907,4.338936,9,
T,,69.88939662,-148.92700193,4,15,2008,13,48,23,1e25,1e25,-20.600000,"SM",0.0325,5.8832,691.4232,4.178203,28,
T,,69.88945001,-148.92695616,4,15,2008,13,49,19,1e25,1e25,-20.600000,"SM",0.0038,5.8870,691.4270,0.247240,56,
T,,69.88978570,-148.92648309,4,15,2008,13,50,12,1e25,1e25,-20.600000,"SM",0.0258,5.9128,691.4528,1.750662,53,
T,,69.89032743,-148.92543023,4,15,2008,13,50,47,1e25,1e25,-20.600000,"SM",0.0450,5.9578,691.4978,4.630320,35,
T,,69.89069363,-148.92420958,4,15,2008,13,51,17,1e25,1e25,-20.600000,"SM",0.0385,5.9963,691.5363,4.618118,30,
T,,69.89109035,-148.92350768,4,15,2008,13,51,42,1e25,1e25,-20.600000,"SM",0.0321,6.0284,691.5684,4.619997,25,
T,,69.89146418,-148.92288205,4,15,2008,13,52,9,1e25,1e25,-20.600000,"SM",0.0298,6.0582,691.5982,3.973283,27,
T,,69.89172360,-148.92236321,4,15,2008,13,52,32,1e25,1e25,-20.600000,"SM",0.0218,6.0799,691.6199,3.404742,23,
T,,69.89229583,-148.92164606,4,15,2008,13,53,5,1e25,1e25,-20.600000,"SM",0.0431,6.1230,691.6630,4.696493,33,
T,,69.89292900,-148.92092890,4,15,2008,13,53,42,1e25,1e25,-20.600000,"SM",0.0469,6.1699,691.7099,4.567840,37,
T,,69.89349361,-148.92047117,4,15,2008,13,54,16,1e25,1e25,-20.600000,"SM",0.0405,6.2104,691.7504,4.287937,34,
T,,69.89396660,-148.91999809,4,15,2008,13,54,43,1e25,1e25,-20.600000,"SM",0.0346,6.2450,691.7850,4.607765,27,
T,,69.89447018,-148.91918940,4,15,2008,13,55,14,1e25,1e25,-20.600000,"SM",0.0397,6.2847,691.8247,4.615402,31,
T,,69.89498894,-148.91859429,4,15,2008,13,55,44,1e25,1e25,-20.600000,"SM",0.0385,6.3233,691.8632,4.623459,30,
T,,69.89546964,-148.91790764,4,15,2008,13,56,13,1e25,1e25,-20.600000,"SM",0.0370,6.3603,691.9002,4.593222,29,
T,,69.89595026,-148.91729736,4,15,2008,13,56,41,1e25,1e25,-20.600000,"SM",0.0362,6.3965,691.9365,4.658502,28,
T,,69.89642333,-148.91679377,4,15,2008,13,57,8,1e25,1e25,-20.600000,"SM",0.0348,6.4313,691.9713,4.640741,27,
T,,69.89684293,-148.91639706,4,15,2008,13,57,33,1e25,1e25,-20.600000,"SM",0.0305,6.4618,692.0018,4.389676,25,
T,,69.89724727,-148.91598509,4,15,2008,13,57,56,1e25,1e25,-20.600000,"SM",0.0296,6.4914,692.0314,4.633189,23,
T,,69.89766687,-148.91554252,4,15,2008,13,58,20,1e25,1e25,-20.600000,"SM",0.0308,6.5222,692.0622,4.625644,24,
T,,69.89809410,-148.91510004,4,15,2008,13,58,45,1e25,1e25,-20.600000,"SM",0.0313,6.5536,692.0935,4.511933,25,
T,,69.89851378,-148.91455078,4,15,2008,13,59,11,1e25,1e25,-20.600000,"SM",0.0318,6.5854,692.1253,4.402475,26,
T,,69.89899440,-148.91400143,4,15,2008,13,59,39,1e25,1e25,-20.600000,"SM",0.0357,6.6210,692.1610,4.587152,28,
T,,69.89939111,-148.91346733,4,15,2008,14,0,4,1e25,1e25,-20.600000,"SM",0.0302,6.6512,692.1912,4.349116,25,
T,,69.89970393,-148.91314689,4,15,2008,14,0,22,1e25,1e25,-20.600000,"SM",0.0229,6.6742,692.2141,4.582701,18,
T,,69.89997097,-148.91288755,4,15,2008,14,0,37,1e25,1e25,-20.600000,"SM",0.0195,6.6936,692.2336,4.668394,15,
T,,69.90007776,-148.91279594,4,15,2008,14,0,43,1e25,1e25,-20.600000,"SM",0.0077,6.7013,692.2413,4.615300,6,
T,,69.90018463,-148.91270441,4,15,2008,14,0,49,1e25,1e25,-20.600000,"SM",0.0077,6.7090,692.2490,4.618294,6,
T,,69.90039057,-148.91249084,4,15,2008,14,1,1,1e25,1e25,-20.600000,"SM",0.0151,6.7241,692.2641,4.531782,12,
T,,69.90087127,-148.91200251,4,15,2008,14,1,29,1e25,1e25,-20.600000,"SM",0.0352,6.7593,692.2992,4.523020,28,
T,,69.90096280,-148.91192623,4,15,2008,14,1,34,1e25,1e25,-20.600000,"SM",0.0066,6.7659,692.3058,4.736410,5,
T,,69.90156555,-148.91116331,4,15,2008,14,2,9,1e25,1e25,-20.600000,"SM",0.0454,6.8113,692.3512,4.671200,35,
T,,69.90213769,-148.91070549,4,15,2008,14,2,50,1e25,1e25,-20.600000,"SM",0.0410,6.8523,692.3922,3.599899,41,
T,,69.90235898,-148.91056820,4,15,2008,14,3,25,1e25,1e25,-20.600000,"SM",0.0156,6.8679,692.4079,1.607941,35,
T,,69.90290824,-148.90940856,4,15,2008,14,4,1,1e25,1e25,-20.600000,"SM",0.0469,6.9148,692.4548,4.688542,36,
T,,69.90342708,-148.90863030,4,15,2008,14,4,33,1e25,1e25,-20.600000,"SM",0.0403,6.9551,692.4951,4.537104,32,
T,,69.90390007,-148.90823359,4,15,2008,14,5,0,1e25,1e25,-20.600000,"SM",0.0340,6.9891,692.5291,4.534743,27,
T,,69.90439603,-148.90762322,4,15,2008,14,5,29,1e25,1e25,-20.600000,"SM",0.0372,7.0263,692.5663,4.618557,29,
T,,69.90482326,-148.90711972,4,15,2008,14,5,54,1e25,1e25,-20.600000,"SM",0.0318,7.0582,692.5981,4.585916,25,
T,,69.90528862,-148.90689081,4,15,2008,14,6,19,1e25,1e25,-20.600000,"SM",0.0326,7.0908,692.6308,4.695763,25,
T,,69.90544888,-148.90682979,4,15,2008,14,6,28,1e25,1e25,-20.600000,"SM",0.0112,7.1020,692.6419,4.466953,9,
T,,69.90557855,-148.90669249,4,15,2008,14,6,35,1e25,1e25,-20.600000,"SM",0.0095,7.1115,692.6515,4.902993,7,
T,,69.90586085,-148.90634154,4,15,2008,14,6,52,1e25,1e25,-20.600000,"SM",0.0212,7.1327,692.6727,4.491498,17,
T,,69.90605925,-148.90615831,4,15,2008,14,7,3,1e25,1e25,-20.600000,"SM",0.0144,7.1471,692.6870,4.706697,11,
T,,69.90616604,-148.90606686,4,15,2008,14,7,9,1e25,1e25,-20.600000,"SM",0.0077,7.1548,692.6947,4.614518,6,
T,,69.90670776,-148.90545649,4,15,2008,14,7,40,1e25,1e25,-20.600000,"SM",0.0401,7.1949,692.7349,4.660927,31,
T,,69.90724177,-148.90483087,4,15,2008,14,8,11,1e25,1e25,-20.600000,"SM",0.0398,7.2347,692.7746,4.618799,31,
T,,69.90763849,-148.90451043,4,15,2008,14,8,37,1e25,1e25,-20.600000,"SM",0.0284,7.2631,692.8031,3.938694,26,
T,,69.90811919,-148.90376276,4,15,2008,14,9,7,1e25,1e25,-20.600000,"SM",0.0377,7.3008,692.8408,4.518853,30,
T,,69.90841675,-148.90322875,4,15,2008,14,9,29,1e25,1e25,-20.600000,"SM",0.0242,7.3249,692.8649,3.952201,22,
T,,69.90872185,-148.90280144,4,15,2008,14,9,54,1e25,1e25,-20.600000,"SM",0.0234,7.3483,692.8883,3.368644,25,
T,,69.90906517,-148.90249626,4,15,2008,14,10,23,1e25,1e25,-20.600000,"SM",0.0248,7.3731,692.9131,3.078942,29,
T,,69.90939324,-148.90202327,4,15,2008,14,10,50,1e25,1e25,-20.600000,"SM",0.0253,7.3984,692.9384,3.372649,27,
T,,69.90975182,-148.90103144,4,15,2008,14,11,17,1e25,1e25,-20.600000,"SM",0.0342,7.4326,692.9726,4.556691,27,
T,,69.91023252,-148.90051268,4,15,2008,14,11,45,1e25,1e25,-20.600000,"SM",0.0354,7.4680,693.0080,4.554233,28,
T,,69.91073602,-148.89988706,4,15,2008,14,12,16,1e25,1e25,-20.600000,"SM",0.0378,7.5058,693.0458,4.392536,31,
T,,69.91143792,-148.89935296,4,15,2008,14,12,55,1e25,1e25,-20.600000,"SM",0.0501,7.5560,693.0959,4.626988,39,
T,,69.91199490,-148.89897150,4,15,2008,14,13,26,1e25,1e25,-20.600000,"SM",0.0395,7.5955,693.1355,4.591026,31,
T,,69.91252899,-148.89836113,4,15,2008,14,13,57,1e25,1e25,-20.600000,"SM",0.0396,7.6352,693.1751,4.603735,31,
T,,69.91303249,-148.89764397,4,15,2008,14,14,29,1e25,1e25,-20.600000,"SM",0.0387,7.6739,693.2138,4.356908,32,
T,,69.91352074,-148.89700309,4,15,2008,14,14,58,1e25,1e25,-20.600000,"SM",0.0370,7.7109,693.2509,4.593602,29,
T,,69.91410060,-148.89608762,4,15,2008,14,15,33,1e25,1e25,-20.600000,"SM",0.0456,7.7565,693.2964,4.687690,35,
T,,69.91464995,-148.89544674,4,15,2008,14,16,6,1e25,1e25,-20.600000,"SM",0.0409,7.7973,693.3373,4.460663,33,
T,,69.91519159,-148.89462280,4,15,2008,14,16,39,1e25,1e25,-20.600000,"SM",0.0422,7.8396,693.3795,4.606091,33,
T,,69.91568754,-148.89379878,4,15,2008,14,17,11,1e25,1e25,-20.600000,"SM",0.0395,7.8790,693.4190,4.438437,32,
T,,69.91616816,-148.89356987,4,15,2008,14,17,39,1e25,1e25,-20.600000,"SM",0.0336,7.9127,693.4526,4.326268,28,
T,,69.91664886,-148.89274593,4,15,2008,14,18,9,1e25,1e25,-20.600000,"SM",0.0385,7.9512,693.4912,4.624723,30,
T,,69.91699982,-148.89192198,4,15,2008,14,18,38,1e25,1e25,-20.600000,"SM",0.0311,7.9824,693.5223,3.866500,29,
T,,69.91719813,-148.89154052,4,15,2008,14,19,6,1e25,1e25,-20.600000,"SM",0.0164,7.9988,693.5387,2.111314,28,
T,,69.91736602,-148.89120483,4,15,2008,14,19,58,1e25,1e25,-20.600000,"SM",0.0141,8.0129,693.5528,0.974145,52,
T,,69.91770934,-148.89048759,4,15,2008,14,20,50,1e25,1e25,-20.600000,"SM",0.0292,8.0420,693.5820,2.021083,52,
T,,69.91773985,-148.89045708,4,15,2008,14,20,56,1e25,1e25,-20.600000,"SM",0.0022,8.0443,693.5842,1.337314,6,
T,,69.91807555,-148.89010613,4,15,2008,14,21,29,1e25,1e25,-20.600000,"SM",0.0246,8.0689,693.6089,2.688376,33,
T,,69.91848752,-148.88944999,4,15,2008,14,22,13,1e25,1e25,-20.600000,"SM",0.0324,8.1014,693.6413,2.654400,44,
T,,69.91878508,-148.88893124,4,15,2008,14,22,45,1e25,1e25,-20.600000,"SM",0.0240,8.1253,693.6653,2.695632,32,
T,,69.91918179,-148.88830561,4,15,2008,14,23,27,1e25,1e25,-20.600000,"SM",0.0312,8.1565,693.6965,2.671769,42,
T,,69.91933434,-148.88801568,4,15,2008,14,23,44,1e25,1e25,-20.600000,"SM",0.0126,8.1691,693.7090,2.665232,17,
T,,69.91970818,-148.88749693,4,15,2008,14,24,22,1e25,1e25,-20.600000,"SM",0.0286,8.1977,693.7377,2.710531,38,
T,,69.91990658,-148.88706970,4,15,2008,14,24,45,1e25,1e25,-20.600000,"SM",0.0170,8.2147,693.7547,2.668337,23,
T,,69.91995234,-148.88696283,4,15,2008,14,24,50,1e25,1e25,-20.600000,"SM",0.0041,8.2188,693.7588,2.918062,5,
T,,69.92005150,-148.88676452,4,15,2008,14,25,1,1e25,1e25,-20.600000,"SM",0.0083,8.2271,693.7671,2.719911,11,
T,,69.92039482,-148.88607787,4,15,2008,14,25,40,1e25,1e25,-20.600000,"SM",0.0288,8.2559,693.7958,2.656174,39,
T,,69.92077637,-148.88540648,4,15,2008,14,26,22,1e25,1e25,-20.600000,"SM",0.0308,8.2867,693.8266,2.639957,42,
T,,69.92081450,-148.88536071,4,15,2008,14,26,26,1e25,1e25,-20.600000,"SM",0.0028,8.2895,693.8295,2.564930,4,
T,,69.92096705,-148.88525384,4,15,2008,14,26,41,1e25,1e25,-20.600000,"SM",0.0108,8.3004,693.8403,2.601793,15,
T,,69.92098994,-148.88522333,4,15,2008,14,26,43,1e25,1e25,-20.600000,"SM",0.0017,8.3021,693.8421,3.129854,2,
T,,69.92138665,-148.88471983,4,15,2008,14,27,23,1e25,1e25,-20.600000,"SM",0.0299,8.3320,693.8720,2.690946,40,
T,,69.92181396,-148.88403319,4,15,2008,14,28,8,1e25,1e25,-20.600000,"SM",0.0337,8.3657,693.9057,2.697505,45,
T,,69.92219542,-148.88352960,4,15,2008,14,28,47,1e25,1e25,-20.600000,"SM",0.0289,8.3947,693.9346,2.671090,39,
T,,69.92257688,-148.88290398,4,15,2008,14,29,27,1e25,1e25,-20.600000,"SM",0.0302,8.4249,693.9649,2.722207,40,
T,,69.92290495,-148.88247675,4,15,2008,14,30,0,1e25,1e25,-20.600000,"SM",0.0248,8.4497,693.9897,2.708642,33,
T,,69.92324827,-148.88206478,4,15,2008,14,30,35,1e25,1e25,-20.600000,"SM",0.0257,8.4754,694.0154,2.638801,35,
T,,69.92360685,-148.88163756,4,15,2008,14,31,11,1e25,1e25,-20.600000,"SM",0.0268,8.5022,694.0421,2.676742,36,
T,,69.92371364,-148.88145441,4,15,2008,14,31,22,1e25,1e25,-20.600000,"SM",0.0086,8.5107,694.0507,2.802070,11,
T,,69.92405696,-148.88088989,4,15,2008,14,32,2,1e25,1e25,-20.600000,"SM",0.0272,8.5380,694.0779,2.451518,40,
T,,69.92419425,-148.88064573,4,15,2008,14,34,22,1e25,1e25,-20.600000,"SM",0.0111,8.5491,694.0890,0.285791,140,
T,,69.92434689,-148.88032529,4,15,2008,14,35,3,1e25,1e25,-20.600000,"SM",0.0130,8.5621,694.1020,1.141387,41,
T,,69.92443842,-148.88020325,4,15,2008,14,36,0,1e25,1e25,-20.600000,"SM",0.0070,8.5690,694.1090,0.439265,57,
T,,69.92472835,-148.87980645,4,15,2008,14,36,33,1e25,1e25,-20.600000,"SM",0.0221,8.5912,694.1311,2.414470,33,
T,,69.92503353,-148.87930294,4,15,2008,14,37,5,1e25,1e25,-20.600000,"SM",0.0242,8.6154,694.1554,2.726179,32,
T,,69.92546076,-148.87863155,4,15,2008,14,37,51,1e25,1e25,-20.600000,"SM",0.0335,8.6489,694.1889,2.624799,46,
T,,69.92587273,-148.87820433,4,15,2008,14,38,31,1e25,1e25,-20.600000,"SM",0.0302,8.6791,694.2191,2.719249,40,
T,,69.92623131,-148.87779236,4,15,2008,14,39,7,1e25,1e25,-20.600000,"SM",0.0266,8.7058,694.2457,2.663211,36,
T,,69.92665862,-148.87731928,4,15,2008,14,39,52,1e25,1e25,-20.600000,"SM",0.0316,8.7374,694.2773,2.526712,45,
T,,69.92675778,-148.87719724,4,15,2008,14,40,2,1e25,1e25,-20.600000,"SM",0.0074,8.7448,694.2848,2.677446,10,
T,,69.92679591,-148.87715148,4,15,2008,14,40,6,1e25,1e25,-20.600000,"SM",0.0028,8.7476,694.2876,2.564824,4,
T,,69.92700194,-148.87690731,4,15,2008,14,40,26,1e25,1e25,-20.600000,"SM",0.0154,8.7630,694.3030,2.766175,20,
T,,69.92733001,-148.87648009,4,15,2008,14,40,59,1e25,1e25,-20.600000,"SM",0.0248,8.7878,694.3278,2.708547,33,
T,,69.92733764,-148.87648009,4,15,2008,14,41,0,1e25,1e25,-20.600000,"SM",0.0005,8.7884,694.3283,1.897242,1,
T,,69.92738340,-148.87640373,4,15,2008,14,41,5,1e25,1e25,-20.600000,"SM",0.0036,8.7920,694.3320,2.623559,5,
T,,69.92771910,-148.87588497,4,15,2008,14,41,40,1e25,1e25,-20.600000,"SM",0.0263,8.8183,694.3582,2.700469,35,
T,,69.92804716,-148.87533562,4,15,2008,14,42,15,1e25,1e25,-20.600000,"SM",0.0261,8.8444,694.3844,2.689085,35,
T,,69.92842100,-148.87463372,4,15,2008,14,42,55,1e25,1e25,-20.600000,"SM",0.0307,8.8751,694.4151,2.765470,40,
T,,69.92882534,-148.87402344,4,15,2008,14,43,38,1e25,1e25,-20.600000,"SM",0.0315,8.9066,694.4466,2.634105,43,
T,,69.92925256,-148.87321467,4,15,2008,14,44,25,1e25,1e25,-20.600000,"SM",0.0352,8.9418,694.4818,2.696245,47,
T,,69.92962640,-148.87266540,4,15,2008,14,45,4,1e25,1e25,-20.600000,"SM",0.0289,8.9707,694.5107,2.670191,39,
T,,69.93004608,-148.87202452,4,15,2008,14,45,48,1e25,1e25,-20.600000,"SM",0.0327,9.0035,694.5434,2.678532,44,
T,,69.93045805,-148.87138364,4,15,2008,14,46,31,1e25,1e25,-20.600000,"SM",0.0323,9.0357,694.5757,2.701381,43,
T,,69.93087002,-148.87083429,4,15,2008,14,47,13,1e25,1e25,-20.600000,"SM",0.0313,9.0670,694.6070,2.683110,42,
T,,69.93121334,-148.87025451,4,15,2008,14,47,50,1e25,1e25,-20.600000,"SM",0.0274,9.0945,694.6344,2.667541,37,
T,,69.93163294,-148.86950676,4,15,2008,14,48,35,1e25,1e25,-20.600000,"SM",0.0340,9.1284,694.6684,2.718588,45,
T,,69.93212890,-148.86894224,4,15,2008,14,49,25,1e25,1e25,-20.600000,"SM",0.0368,9.1652,694.7052,2.648760,50,
T,,69.93262477,-148.86837764,4,15,2008,14,50,15,1e25,1e25,-20.600000,"SM",0.0368,9.2020,694.7420,2.648415,50,
T,,69.93302912,-148.86793516,4,15,2008,14,50,56,1e25,1e25,-20.600000,"SM",0.0298,9.2319,694.7718,2.620267,41,
T,,69.93341058,-148.86743157,4,15,2008,14,51,35,1e25,1e25,-20.600000,"SM",0.0289,9.2608,694.8008,2.670846,39,
T,,69.93378441,-148.86697384,4,15,2008,14,52,13,1e25,1e25,-20.600000,"SM",0.0280,9.2888,694.8288,2.654167,38,
T,,69.93417358,-148.86639398,4,15,2008,14,52,54,1e25,1e25,-20.600000,"SM",0.0302,9.3190,694.8590,2.651630,41,
T,,69.93461606,-148.86564631,4,15,2008,14,53,41,1e25,1e25,-20.600000,"SM",0.0353,9.3543,694.8943,2.706782,47,
T,,69.93506617,-148.86494441,4,15,2008,14,54,28,1e25,1e25,-20.600000,"SM",0.0353,9.3896,694.9296,2.701586,47,
T,,69.93550102,-148.86427302,4,15,2008,14,55,14,1e25,1e25,-20.600000,"SM",0.0340,9.4236,694.9636,2.660892,46,
T,,69.93587494,-148.86384579,4,15,2008,14,55,51,1e25,1e25,-20.600000,"SM",0.0277,9.4514,694.9913,2.699912,37,
T,,69.93590545,-148.86381528,4,15,2008,14,55,54,1e25,1e25,-20.600000,"SM",0.0022,9.4536,694.9936,2.674384,3,
T,,69.93594359,-148.86375426,4,15,2008,14,55,58,1e25,1e25,-20.600000,"SM",0.0030,9.4566,694.9966,2.705344,4,
T,,69.93634030,-148.86315915,4,15,2008,14,56,40,1e25,1e25,-20.600000,"SM",0.0308,9.4874,695.0274,2.642338,42,
T,,69.93671414,-148.86256403,4,15,2008,14,57,19,1e25,1e25,-20.600000,"SM",0.0294,9.5169,695.0568,2.716639,39,
T,,69.93711085,-148.86186213,4,15,2008,14,58,3,1e25,1e25,-20.600000,"SM",0.0321,9.5489,695.0889,2.623444,44,
T,,69.93753808,-148.86129753,4,15,2008,14,58,47,1e25,1e25,-20.600000,"SM",0.0324,9.5813,695.1213,2.651754,44,
T,,69.93795013,-148.86093132,4,15,2008,14,59,27,1e25,1e25,-20.600000,"SM",0.0298,9.6111,695.1511,2.678753,40,
T,,69.93831634,-148.86042782,4,15,2008,15,0,4,1e25,1e25,-20.600000,"SM",0.0280,9.6391,695.1790,2.721929,37,
T,,69.93874356,-148.85986322,4,15,2008,15,0,48,1e25,1e25,-20.600000,"SM",0.0324,9.6715,695.2114,2.651728,44,
T,,69.93914790,-148.85926818,4,15,2008,15,1,30,1e25,1e25,-20.600000,"SM",0.0313,9.7028,695.2427,2.682434,42,
T,,69.93956750,-148.85850518,4,15,2008,15,2,16,1e25,1e25,-20.600000,"SM",0.0342,9.7369,695.2769,2.674080,46,
T,,69.94003295,-148.85787964,4,15,2008,15,3,4,1e25,1e25,-20.600000,"SM",0.0354,9.7724,695.3123,2.655892,48,
T,,69.94040678,-148.85736080,4,15,2008,15,3,41,1e25,1e25,-20.600000,"SM",0.0286,9.8010,695.3409,2.783363,37,
T,,69.94079587,-148.85675043,4,15,2008,15,4,22,1e25,1e25,-20.600000,"SM",0.0305,9.8315,695.3715,2.680496,41,
T,,69.94117733,-148.85620116,4,15,2008,15,5,2,1e25,1e25,-20.600000,"SM",0.0294,9.8609,695.4008,2.645588,40,
T,,69.94159693,-148.85562130,4,15,2008,15,5,46,1e25,1e25,-20.600000,"SM",0.0321,9.8930,695.4329,2.624985,44,
T,,69.94200890,-148.85507195,4,15,2008,15,6,27,1e25,1e25,-20.600000,"SM",0.0313,9.9243,695.4642,2.748299,41,
T,,69.94237510,-148.85467524,4,15,2008,15,7,11,1e25,1e25,-20.600000,"SM",0.0270,9.9513,695.4912,2.208464,44,
T,,69.94265741,-148.85414123,4,15,2008,15,16,11,1e25,1e25,-20.600000,"SM",0.0233,9.9745,695.5145,0.155003,540,
T,,69.94306175,-148.85354611,4,15,2008,15,16,54,1e25,1e25,-20.600000,"SM",0.0313,10.0058,695.5458,2.620027,43,
T,,69.94341270,-148.85304253,4,15,2008,15,17,32,1e25,1e25,-20.600000,"SM",0.0270,10.0328,695.5728,2.560301,38,
T,,69.94358822,-148.85278319,4,15,2008,15,17,44,1e25,1e25,-20.600000,"SM",0.0136,10.0464,695.5864,4.078537,12,
T,,69.94406884,-148.85215756,4,15,2008,15,18,12,1e25,1e25,-20.600000,"SM",0.0364,10.0828,695.6228,4.675647,28,
T,,69.94431300,-148.85179136,4,15,2008,15,18,36,1e25,1e25,-20.600000,"SM",0.0190,10.1018,695.6417,2.845631,24,
T,,69.94471734,-148.85116573,4,15,2008,15,19,18,1e25,1e25,-20.600000,"SM",0.0316,10.1334,695.6734,2.710850,42,
T,,69.94517516,-148.85072325,4,15,2008,15,20,3,1e25,1e25,-20.600000,"SM",0.0333,10.1667,695.7067,2.665953,45,
T,,69.94546501,-148.85028069,4,15,2008,15,20,33,1e25,1e25,-20.600000,"SM",0.0226,10.1893,695.7293,2.712665,30,
T,,69.94577019,-148.84974668,4,15,2008,15,21,6,1e25,1e25,-20.600000,"SM",0.0246,10.2139,695.7539,2.682640,33,
T,,69.94616691,-148.84919733,4,15,2008,15,21,47,1e25,1e25,-20.600000,"SM",0.0303,10.2442,695.7842,2.664315,41,
T,,69.94657134,-148.84852594,4,15,2008,15,22,30,1e25,1e25,-20.600000,"SM",0.0322,10.2764,695.8164,2.691916,43,
T,,69.94702145,-148.84786980,4,15,2008,15,23,15,1e25,1e25,-20.600000,"SM",0.0348,10.3112,695.8511,2.781449,45,
T,,69.94740291,-148.84741207,4,15,2008,15,23,54,1e25,1e25,-20.600000,"SM",0.0285,10.3397,695.8796,2.630781,39,
T,,69.94774623,-148.84693908,4,15,2008,15,24,29,1e25,1e25,-20.600000,"SM",0.0262,10.3659,695.9059,2.698435,35,
T,,69.94815820,-148.84652702,4,15,2008,15,25,9,1e25,1e25,-20.600000,"SM",0.0301,10.3960,695.9360,2.708259,40,
T,,69.94850915,-148.84619133,4,15,2008,15,25,44,1e25,1e25,-20.600000,"SM",0.0255,10.4215,695.9615,2.624823,35,
T,,69.94888298,-148.84564206,4,15,2008,15,26,24,1e25,1e25,-20.600000,"SM",0.0289,10.4504,695.9904,2.602951,40,
T,,69.94923393,-148.84524534,4,15,2008,15,26,59,1e25,1e25,-20.600000,"SM",0.0260,10.4764,696.0164,2.674880,35,
T,,69.94940945,-148.84498592,4,15,2008,15,27,17,1e25,1e25,-20.600000,"SM",0.0136,10.4900,696.0300,2.719049,18,
T,,69.94974514,-148.84471125,4,15,2008,15,27,49,1e25,1e25,-20.600000,"SM",0.0241,10.5141,696.0541,2.710088,32,
T,,69.94999694,-148.84429928,4,15,2008,15,28,20,1e25,1e25,-20.600000,"SM",0.0199,10.5341,696.0740,2.316465,31,
T,,69.95036314,-148.84367365,4,15,2008,15,28,59,1e25,1e25,-20.600000,"SM",0.0293,10.5634,696.1034,2.706728,39,
T,,69.95079037,-148.84309379,4,15,2008,15,29,42,1e25,1e25,-20.600000,"SM",0.0326,10.5960,696.1359,2.725754,43,
T,,69.95118708,-148.84257504,4,15,2008,15,30,22,1e25,1e25,-20.600000,"SM",0.0300,10.6260,696.1660,2.703474,40,
T,,69.95155329,-148.84201043,4,15,2008,15,31,0,1e25,1e25,-20.600000,"SM",0.0286,10.6546,696.1946,2.711293,38,
T,,69.95198051,-148.84132379,4,15,2008,15,31,45,1e25,1e25,-20.600000,"SM",0.0337,10.6883,696.2283,2.696193,45,
T,,69.95234672,-148.84068291,4,15,2008,15,32,24,1e25,1e25,-20.600000,"SM",0.0295,10.7178,696.2578,2.723670,39,
T,,69.95269775,-148.84005737,4,15,2008,15,33,2,1e25,1e25,-20.600000,"SM",0.0284,10.7462,696.2862,2.692555,38,
T,,69.95302574,-148.83950802,4,15,2008,15,33,37,1e25,1e25,-20.600000,"SM",0.0261,10.7724,696.3123,2.687772,35,
T,,69.95334618,-148.83897392,4,15,2008,15,34,11,1e25,1e25,-20.600000,"SM",0.0255,10.7979,696.3378,2.699911,34,
T,,69.95370476,-148.83866882,4,15,2008,15,34,46,1e25,1e25,-20.600000,"SM",0.0258,10.8237,696.3636,2.654498,35,
T,,69.95375823,-148.83857721,4,15,2008,15,34,52,1e25,1e25,-20.600000,"SM",0.0043,10.8280,696.3679,2.570913,6,
T,,69.95410156,-148.83796692,4,15,2008,15,35,30,1e25,1e25,-20.600000,"SM",0.0278,10.8557,696.3957,2.631590,38,
T,,69.95447539,-148.83723442,4,15,2008,15,36,12,1e25,1e25,-20.600000,"SM",0.0311,10.8869,696.4268,2.666941,42,
T,,69.95482634,-148.83679194,4,15,2008,15,36,51,1e25,1e25,-20.600000,"SM",0.0264,10.9133,696.4532,2.438381,39,
T,,69.95497889,-148.83631895,4,15,2008,15,37,12,1e25,1e25,-20.600000,"SM",0.0154,10.9287,696.4686,2.636723,21,
