Version 2:CSV
Datum:,WGS-84
ZoneOffset:,-8.000000
"Type","Name|Color|Visibility","Lat","Long","Month#","Day#","Year","Hour","Min","Sec","Altitude (Feet)","Depth (Feet)","Temp Deg C","Units","DP","DS","DT","VP (Mi/hr)","TP"
T,,69.46301264,-151.52175902,4,4,2008,17,2,50,1e25,1e25,-20.600000,"SM",0.0096,0.0776,531.4707,0.665605,52,
T,,69.46304315,-151.52137756,4,4,2008,17,3,47,1e25,1e25,-20.600000,"SM",0.0095,0.0871,531.4802,0.598951,57,
T,,69.46306603,-151.52101127,4,4,2008,17,4,40,1e25,1e25,-20.600000,"SM",0.0090,0.0961,531.4892,0.612547,53,
T,,69.46309654,-151.52066032,4,4,2008,17,5,34,1e25,1e25,-20.600000,"SM",0.0088,0.1049,531.4980,0.584259,54,
T,,69.46314239,-151.52029412,4,4,2008,17,6,27,1e25,1e25,-20.600000,"SM",0.0094,0.1143,531.5074,0.640167,53,
T,,69.46318053,-151.51991266,4,4,2008,17,7,20,1e25,1e25,-20.600000,"SM",0.0096,0.1239,531.5170,0.653042,53,
T,,69.46321104,-151.51953120,4,4,2008,17,8,14,1e25,1e25,-20.600000,"SM",0.0095,0.1334,531.5265,0.632221,54,
T,,69.46324155,-151.51914974,4,4,2008,17,9,10,1e25,1e25,-20.600000,"SM",0.0095,0.1429,531.5360,0.609641,56,
T,,69.46327206,-151.51879879,4,4,2008,17,10,1,1e25,1e25,-20.600000,"SM",0.0088,0.1516,531.5448,0.618623,51,
T,,69.46331782,-151.51840207,4,4,2008,17,10,55,1e25,1e25,-20.600000,"SM",0.0101,0.1618,531.5549,0.674823,54,
T,,69.46335596,-151.51803587,4,4,2008,17,11,48,1e25,1e25,-20.600000,"SM",0.0093,0.1710,531.5642,0.628921,53,
T,,69.46338647,-151.51768492,4,4,2008,17,12,47,1e25,1e25,-20.600000,"SM",0.0088,0.1798,531.5729,0.534739,59,
T,,69.46342461,-151.51727295,4,4,2008,17,13,39,1e25,1e25,-20.600000,"SM",0.0103,0.1901,531.5832,0.714968,52,
T,,69.46346283,-151.51689140,4,4,2008,17,14,32,1e25,1e25,-20.600000,"SM",0.0096,0.1997,531.5929,0.653274,53,
N,ACTIVE LOG 038|Black|1,69.46357724,-151.51609797,4,4,2008,17,16,16,1e25,1e25,-20.600000,"SM",0.0208,0.0000,531.6137,0.719747,104,
N,ACTIVE LOG 039|Black|1,69.46353910,-151.51623535,4,4,2008,17,17,40,1e25,1e25,-20.600000,"SM",0.0042,0.0000,531.6179,0.181985,84,
T,,69.46357724,-151.51586906,4,4,2008,17,18,4,1e25,1e25,-20.600000,"SM",0.0093,0.0093,531.6272,1.389145,24,
T,,69.46360775,-151.51548760,4,4,2008,17,19,5,1e25,1e25,-20.600000,"SM",0.0095,0.0187,531.6366,0.559662,61,
N,ACTIVE LOG 040|Black|1,69.46363064,-151.51536556,4,4,2008,17,19,48,1e25,1e25,-20.600000,"SM",0.0034,0.0000,531.6400,0.280804,43,
T,,69.46364589,-151.51504512,4,4,2008,17,20,52,1e25,1e25,-20.600000,"SM",0.0078,0.0078,531.6478,0.440890,64,
T,,69.46367640,-151.51469417,4,4,2008,17,21,53,1e25,1e25,-20.600000,"SM",0.0088,0.0166,531.6566,0.517200,61,
T,,69.46376030,-151.51423643,4,4,2008,17,22,44,1e25,1e25,-20.600000,"SM",0.0125,0.0291,531.6691,0.883613,51,
T,,69.46376030,-151.51391599,4,4,2008,17,23,39,1e25,1e25,-20.600000,"SM",0.0078,0.0369,531.6769,0.508373,55,
T,,69.46378319,-151.51351928,4,4,2008,17,24,31,1e25,1e25,-20.600000,"SM",0.0097,0.0466,531.6866,0.674631,52,
T,,69.46397396,-151.51336664,4,4,2008,17,34,52,1e25,1e25,-20.600000,"SM",0.0137,0.0603,531.7003,0.079365,621,
T,,69.46397396,-151.51341241,4,4,2008,17,34,53,1e25,1e25,-20.600000,"SM",0.0011,0.0614,531.7014,3.993273,1,
T,,69.46366115,-151.51489257,4,4,2008,17,35,27,1e25,1e25,-20.600000,"SM",0.0419,0.1033,531.7433,4.434709,34,
T,,69.46350859,-151.51650994,4,4,2008,17,35,59,1e25,1e25,-20.600000,"SM",0.0406,0.1439,531.7839,4.566862,32,
T,,69.46331782,-151.51837156,4,4,2008,17,36,34,1e25,1e25,-20.600000,"SM",0.0470,0.1909,531.8309,4.835147,35,
T,,69.46316527,-151.52003478,4,4,2008,17,37,7,1e25,1e25,-20.600000,"SM",0.0417,0.2326,531.8726,4.545723,33,
T,,69.46302789,-151.52139282,4,4,2008,17,37,33,1e25,1e25,-20.600000,"SM",0.0343,0.2668,531.9068,4.743449,26,
T,,69.46297450,-151.52293392,4,4,2008,17,38,2,1e25,1e25,-20.600000,"SM",0.0375,0.3044,531.9444,4.659647,29,
T,,69.46317290,-151.52467341,4,4,2008,17,38,36,1e25,1e25,-20.600000,"SM",0.0443,0.3487,531.9887,4.694354,34,
T,,69.46360013,-151.52630612,4,4,2008,17,39,16,1e25,1e25,-20.600000,"SM",0.0494,0.3981,532.0381,4.443356,40,
T,,69.46401972,-151.52682488,4,4,2008,17,39,46,1e25,1e25,-20.600000,"SM",0.0316,0.4297,532.0697,3.792071,30,
T,,69.46395108,-151.52645867,4,4,2008,17,40,26,1e25,1e25,-20.600000,"SM",0.0101,0.4398,532.0797,0.905741,40,
T,,69.46393582,-151.52633663,4,4,2008,17,41,33,1e25,1e25,-20.600000,"SM",0.0031,0.4429,532.0829,0.168725,67,
T,,69.46394345,-151.52639765,4,4,2008,17,44,13,1e25,1e25,-20.600000,"SM",0.0016,0.4445,532.0845,0.035327,160,
T,,69.46394345,-151.52641291,4,4,2008,17,45,8,1e25,1e25,-20.600000,"SM",0.0004,0.4448,532.0848,0.024202,55,
T,,69.46411888,-151.52638240,4,4,2008,17,45,21,1e25,1e25,-20.600000,"SM",0.0121,0.4570,532.0970,3.362901,13,
T,,69.46440118,-151.52621459,4,4,2008,17,45,47,1e25,1e25,-20.600000,"SM",0.0199,0.4769,532.1169,2.758812,26,
T,,69.46474451,-151.52641291,4,4,2008,17,46,11,1e25,1e25,-20.600000,"SM",0.0242,0.5011,532.1411,3.630509,24,
T,,69.46511071,-151.52656554,4,4,2008,17,46,37,1e25,1e25,-20.600000,"SM",0.0256,0.5267,532.1667,3.540650,26,
T,,69.46514885,-151.52659605,4,4,2008,17,47,15,1e25,1e25,-20.600000,"SM",0.0027,0.5294,532.1694,0.259280,38,
T,,69.46519470,-151.52661131,4,4,2008,17,48,17,1e25,1e25,-20.600000,"SM",0.0032,0.5326,532.1726,0.185189,62,
T,,69.46520233,-151.52665707,4,4,2008,17,50,50,1e25,1e25,-20.600000,"SM",0.0012,0.5338,532.1738,0.028894,153,
T,,69.46530911,-151.52679437,4,4,2008,17,50,57,1e25,1e25,-20.600000,"SM",0.0081,0.5419,532.1819,4.162531,7,
T,,69.46519470,-151.52621459,4,4,2008,17,51,20,1e25,1e25,-20.600000,"SM",0.0161,0.5580,532.1980,2.523543,23,
T,,69.46449280,-151.52661131,4,4,2008,17,51,59,1e25,1e25,-20.600000,"SM",0.0494,0.6075,532.2475,4.563751,39,
T,,69.46382903,-151.52655029,4,4,2008,17,52,35,1e25,1e25,-20.600000,"SM",0.0459,0.6534,532.2934,4.588545,36,
T,,69.46317290,-151.52636714,4,4,2008,17,53,12,1e25,1e25,-20.600000,"SM",0.0456,0.6989,532.3389,4.432029,37,
T,,69.46321866,-151.52597043,4,4,2008,17,53,21,1e25,1e25,-20.600000,"SM",0.0101,0.7090,532.3490,4.048953,9,
T,,69.46373742,-151.52644342,4,4,2008,17,53,51,1e25,1e25,-20.600000,"SM",0.0376,0.7467,532.3867,4.515773,30,
T,,69.46392819,-151.52682488,4,4,2008,17,54,27,1e25,1e25,-20.600000,"SM",0.0161,0.7628,532.4028,1.610048,36,
T,,69.46392819,-151.52682488,4,4,2008,17,54,51,1e25,1e25,-20.600000,"SM",0.0000,0.7628,532.4028,0.000000,24,
T,,69.46393582,-151.52690124,4,4,2008,17,54,59,1e25,1e25,-20.600000,"SM",0.0019,0.7647,532.4047,0.865955,8,
T,,69.46392057,-151.52668758,4,4,2008,17,55,5,1e25,1e25,-20.600000,"SM",0.0053,0.7700,532.4100,3.170812,6,
T,,69.46392819,-151.52664182,4,4,2008,17,55,11,1e25,1e25,-20.600000,"SM",0.0012,0.7712,532.4112,0.736845,6,
T,,69.46375268,-151.52677911,4,4,2008,17,55,23,1e25,1e25,-20.600000,"SM",0.0126,0.7838,532.4238,3.772606,12,
T,,69.46314239,-151.52688598,4,4,2008,17,55,58,1e25,1e25,-20.600000,"SM",0.0422,0.8260,532.4660,4.345326,35,
T,,69.46256253,-151.52684013,4,4,2008,17,56,30,1e25,1e25,-20.600000,"SM",0.0401,0.8661,532.5061,4.508987,32,
T,,69.46183012,-151.52706904,4,4,2008,17,57,10,1e25,1e25,-20.600000,"SM",0.0509,0.9170,532.5570,4.581721,40,
T,,69.46128840,-151.52713006,4,4,2008,17,57,41,1e25,1e25,-20.600000,"SM",0.0375,0.9545,532.5945,4.350035,31,
T,,69.46054836,-151.52783196,4,4,2008,17,58,23,1e25,1e25,-20.600000,"SM",0.0539,1.0084,532.6484,4.619005,42,
T,,69.46015164,-151.52812189,4,4,2008,17,58,46,1e25,1e25,-20.600000,"SM",0.0283,1.0367,532.6767,4.429120,23,
T,,69.45917507,-151.52848810,4,4,2008,17,59,40,1e25,1e25,-20.600000,"SM",0.0681,1.1047,532.7447,4.537094,54,
T,,69.45845791,-151.52896117,4,4,2008,18,0,21,1e25,1e25,-20.600000,"SM",0.0509,1.1556,532.7956,4.465816,41,
T,,69.45774076,-151.52885430,4,4,2008,18,1,0,1e25,1e25,-20.600000,"SM",0.0496,1.2052,532.8452,4.580159,39,
T,,69.45708462,-151.52868650,4,4,2008,18,1,36,1e25,1e25,-20.600000,"SM",0.0455,1.2507,532.8907,4.551679,36,
T,,69.45664214,-151.52871701,4,4,2008,18,2,8,1e25,1e25,-20.600000,"SM",0.0306,1.2813,532.9213,3.440410,32,
T,,69.45648951,-151.52975461,4,4,2008,18,2,33,1e25,1e25,-20.600000,"SM",0.0273,1.3086,532.9486,3.928123,25,
T,,69.45644374,-151.53038023,4,4,2008,18,3,2,1e25,1e25,-20.600000,"SM",0.0155,1.3241,532.9641,1.923528,29,
T,,69.45625305,-151.53123468,4,4,2008,18,5,35,1e25,1e25,-20.600000,"SM",0.0246,1.3486,532.9886,0.577691,153,
T,,69.45617669,-151.53161614,4,4,2008,18,6,7,1e25,1e25,-20.600000,"SM",0.0106,1.3593,532.9993,1.197902,32,
T,,69.45608516,-151.53215024,4,4,2008,18,6,37,1e25,1e25,-20.600000,"SM",0.0144,1.3737,533.0137,1.729400,30,
T,,69.45587151,-151.53301986,4,4,2008,18,7,18,1e25,1e25,-20.600000,"SM",0.0257,1.3994,533.0394,2.260047,41,
T,,69.45587914,-151.53417966,4,4,2008,18,7,59,1e25,1e25,-20.600000,"SM",0.0281,1.4276,533.0675,2.469645,41,
T,,69.45596312,-151.53549193,4,4,2008,18,8,46,1e25,1e25,-20.600000,"SM",0.0323,1.4599,533.0999,2.477350,47,
T,,69.45601651,-151.53666683,4,4,2008,18,9,28,1e25,1e25,-20.600000,"SM",0.0287,1.4886,533.1286,2.462153,42,
T,,69.45623771,-151.53752136,4,4,2008,18,10,8,1e25,1e25,-20.600000,"SM",0.0257,1.5144,533.1544,2.317180,40,
T,,69.45651239,-151.53836056,4,4,2008,18,10,48,1e25,1e25,-20.600000,"SM",0.0278,1.5422,533.1822,2.504182,40,
T,,69.45665739,-151.53936764,4,4,2008,18,11,26,1e25,1e25,-20.600000,"SM",0.0264,1.5686,533.2086,2.500427,38,
T,,69.45677944,-151.54048151,4,4,2008,18,12,7,1e25,1e25,-20.600000,"SM",0.0283,1.5969,533.2369,2.484224,41,
T,,69.45697021,-151.54153436,4,4,2008,18,12,49,1e25,1e25,-20.600000,"SM",0.0287,1.6256,533.2656,2.462514,42,
T,,69.45708462,-151.54241941,4,4,2008,18,13,16,1e25,1e25,-20.600000,"SM",0.0229,1.6485,533.2885,3.049093,27,
T,,69.45704648,-151.54373168,4,4,2008,18,13,43,1e25,1e25,-20.600000,"SM",0.0319,1.6804,533.3204,4.256744,27,
T,,69.45704648,-151.54391474,4,4,2008,18,14,27,1e25,1e25,-20.600000,"SM",0.0044,1.6848,533.3248,0.363142,44,
T,,69.45700835,-151.54470817,4,4,2008,18,14,59,1e25,1e25,-20.600000,"SM",0.0194,1.7043,533.3443,2.184389,32,
T,,69.45742032,-151.54469292,4,4,2008,18,15,24,1e25,1e25,-20.600000,"SM",0.0285,1.7327,533.3727,4.099224,25,
T,,69.45791619,-151.54437248,4,4,2008,18,15,54,1e25,1e25,-20.600000,"SM",0.0351,1.7679,533.4079,4.215762,30,
T,,69.45839689,-151.54499810,4,4,2008,18,16,25,1e25,1e25,-20.600000,"SM",0.0365,1.8044,533.4444,4.240201,31,
T,,69.45849605,-151.54542541,4,4,2008,18,16,35,1e25,1e25,-20.600000,"SM",0.0124,1.8168,533.4568,4.471265,10,
T,,69.45857995,-151.54553220,4,4,2008,18,16,40,1e25,1e25,-20.600000,"SM",0.0063,1.8231,533.4631,4.571238,5,
T,,69.45879361,-151.54623410,4,4,2008,18,17,0,1e25,1e25,-20.600000,"SM",0.0225,1.8457,533.4857,4.054942,20,
T,,69.45883174,-151.54664607,4,4,2008,18,17,17,1e25,1e25,-20.600000,"SM",0.0103,1.8560,533.4960,2.187397,17,
T,,69.45907591,-151.54702753,4,4,2008,18,17,49,1e25,1e25,-20.600000,"SM",0.0192,1.8752,533.5152,2.164349,32,
T,,69.45938872,-151.54768366,4,4,2008,18,18,14,1e25,1e25,-20.600000,"SM",0.0268,1.9021,533.5421,3.864348,25,
T,,69.45986934,-151.54870600,4,4,2008,18,18,49,1e25,1e25,-20.600000,"SM",0.0414,1.9435,533.5835,4.262056,35,
T,,69.46029657,-151.54930112,4,4,2008,18,19,17,1e25,1e25,-20.600000,"SM",0.0329,1.9764,533.6164,4.224256,28,
T,,69.46025080,-151.55018608,4,4,2008,18,19,35,1e25,1e25,-20.600000,"SM",0.0217,1.9980,533.6380,4.336980,18,
T,,69.46023555,-151.55032346,4,4,2008,18,19,38,1e25,1e25,-20.600000,"SM",0.0035,2.0015,533.6415,4.191784,3,
T,,69.46012876,-151.55142208,4,4,2008,18,20,1,1e25,1e25,-20.600000,"SM",0.0276,2.0292,533.6692,4.325593,23,
T,,69.46002960,-151.55247493,4,4,2008,18,20,23,1e25,1e25,-20.600000,"SM",0.0264,2.0556,533.6956,4.324391,22,
T,,69.45997613,-151.55307004,4,4,2008,18,20,35,1e25,1e25,-20.600000,"SM",0.0149,2.0705,533.7105,4.467756,12,
T,,69.45960992,-151.55311581,4,4,2008,18,21,2,1e25,1e25,-20.600000,"SM",0.0253,2.0958,533.7358,3.376889,27,
T,,69.45901489,-151.55169675,4,4,2008,18,21,46,1e25,1e25,-20.600000,"SM",0.0536,2.1494,533.7894,4.386066,44,
T,,69.45841977,-151.55046076,4,4,2008,18,22,28,1e25,1e25,-20.600000,"SM",0.0509,2.2003,533.8403,4.361024,42,
T,,69.45777889,-151.54948418,4,4,2008,18,23,9,1e25,1e25,-20.600000,"SM",0.0502,2.2505,533.8905,4.408943,41,
T,,69.45714564,-151.54821776,4,4,2008,18,23,52,1e25,1e25,-20.600000,"SM",0.0535,2.3040,533.9440,4.475068,43,
T,,69.45661163,-151.54714965,4,4,2008,18,24,29,1e25,1e25,-20.600000,"SM",0.0451,2.3490,533.9890,4.385954,37,
T,,69.45619195,-151.54637139,4,4,2008,18,24,56,1e25,1e25,-20.600000,"SM",0.0346,2.3836,534.0236,4.612855,27,
T,,69.45564268,-151.54589840,4,4,2008,18,25,30,1e25,1e25,-20.600000,"SM",0.0396,2.4233,534.0633,4.197775,34,
T,,69.45499417,-151.54638665,4,4,2008,18,26,6,1e25,1e25,-20.600000,"SM",0.0463,2.4696,534.1096,4.634517,36,
T,,69.45459746,-151.54699702,4,4,2008,18,26,30,1e25,1e25,-20.600000,"SM",0.0312,2.5008,534.1408,4.672636,24,
T,,69.45434567,-151.54756162,4,4,2008,18,26,47,1e25,1e25,-20.600000,"SM",0.0221,2.5229,534.1629,4.688087,17,
T,,69.45426176,-151.54779045,4,4,2008,18,26,53,1e25,1e25,-20.600000,"SM",0.0080,2.5309,534.1709,4.814787,6,
T,,69.45413964,-151.54847709,4,4,2008,18,27,8,1e25,1e25,-20.600000,"SM",0.0187,2.5496,534.1896,4.479916,15,
T,,69.45409387,-151.54882804,4,4,2008,18,27,15,1e25,1e25,-20.600000,"SM",0.0091,2.5587,534.1987,4.668996,7,
T,,69.45400997,-151.54948418,4,4,2008,18,27,28,1e25,1e25,-20.600000,"SM",0.0169,2.5756,534.2156,4.689352,13,
T,,69.45400234,-151.54969783,4,4,2008,18,27,32,1e25,1e25,-20.600000,"SM",0.0052,2.5808,534.2208,4.686874,4,
T,,69.45432278,-151.55053703,4,4,2008,18,27,56,1e25,1e25,-20.600000,"SM",0.0301,2.6109,534.2509,4.510721,24,
T,,69.45453644,-151.55157463,4,4,2008,18,28,19,1e25,1e25,-20.600000,"SM",0.0292,2.6401,534.2801,4.565907,23,
T,,69.45494841,-151.55288690,4,4,2008,18,28,52,1e25,1e25,-20.600000,"SM",0.0427,2.6828,534.3228,4.657482,33,
T,,69.45507808,-151.55366516,4,4,2008,18,29,8,1e25,1e25,-20.600000,"SM",0.0209,2.7037,534.3437,4.700214,16,
T,,69.45558166,-151.55476377,4,4,2008,18,29,43,1e25,1e25,-20.600000,"SM",0.0438,2.7475,534.3875,4.507285,35,
T,,69.45566556,-151.55490107,4,4,2008,18,30,6,1e25,1e25,-20.600000,"SM",0.0067,2.7542,534.3942,1.046346,23,
T,,69.45585625,-151.55525202,4,4,2008,18,30,42,1e25,1e25,-20.600000,"SM",0.0157,2.7699,534.4098,1.568438,36,
T,,69.45584862,-151.55525202,4,4,2008,18,30,50,1e25,1e25,-20.600000,"SM",0.0005,2.7704,534.4104,0.237155,8,
T,,69.45579523,-151.55522151,4,4,2008,18,31,15,1e25,1e25,-20.600000,"SM",0.0038,2.7741,534.4141,0.541804,25,
T,,69.45563505,-151.55540465,4,4,2008,18,31,42,1e25,1e25,-20.600000,"SM",0.0119,2.7861,534.4261,1.589990,27,
T,,69.45554344,-151.55569450,4,4,2008,18,31,55,1e25,1e25,-20.600000,"SM",0.0095,2.7955,534.4355,2.619231,13,
T,,69.45552818,-151.55580137,4,4,2008,18,32,45,1e25,1e25,-20.600000,"SM",0.0028,2.7983,534.4383,0.201416,50,
T,,69.45551293,-151.55593866,4,4,2008,18,33,44,1e25,1e25,-20.600000,"SM",0.0035,2.8018,534.4418,0.213066,59,
T,,69.45549005,-151.55656429,4,4,2008,18,37,57,1e25,1e25,-20.600000,"SM",0.0153,2.8171,534.4571,0.217023,253,
T,,69.45555869,-151.55734247,4,4,2008,18,38,12,1e25,1e25,-20.600000,"SM",0.0195,2.8365,534.4765,4.669352,15,
T,,69.45565031,-151.55775444,4,4,2008,18,38,21,1e25,1e25,-20.600000,"SM",0.0118,2.8483,534.4883,4.730333,9,
T,,69.45568082,-151.55789182,4,4,2008,18,38,24,1e25,1e25,-20.600000,"SM",0.0039,2.8523,534.4923,4.730458,3,
T,,69.45582574,-151.55876152,4,4,2008,18,38,42,1e25,1e25,-20.600000,"SM",0.0233,2.8756,534.5156,4.668866,18,
T,,69.45583337,-151.55880737,4,4,2008,18,38,43,1e25,1e25,-20.600000,"SM",0.0012,2.8769,534.5169,4.429038,1,
T,,69.45594787,-151.55941766,4,4,2008,18,38,56,1e25,1e25,-20.600000,"SM",0.0168,2.8936,534.5336,4.646614,13,
T,,69.45616907,-151.56021117,4,4,2008,18,39,21,1e25,1e25,-20.600000,"SM",0.0246,2.9182,534.5582,3.538301,25,
T,,69.45621483,-151.56065365,4,4,2008,18,39,40,1e25,1e25,-20.600000,"SM",0.0112,2.9294,534.5694,2.119240,19,
T,,69.45629119,-151.56130979,4,4,2008,18,40,6,1e25,1e25,-20.600000,"SM",0.0168,2.9462,534.5862,2.320746,26,
T,,69.45632170,-151.56144708,4,4,2008,18,40,12,1e25,1e25,-20.600000,"SM",0.0039,2.9501,534.5901,2.364148,6,
T,,69.45635221,-151.56155395,4,4,2008,18,40,20,1e25,1e25,-20.600000,"SM",0.0033,2.9534,534.5934,1.503169,8,
T,,69.45642086,-151.56163023,4,4,2008,18,40,24,1e25,1e25,-20.600000,"SM",0.0051,2.9585,534.5985,4.581814,4,
T,,69.45647425,-151.56166074,4,4,2008,18,40,27,1e25,1e25,-20.600000,"SM",0.0038,2.9623,534.6023,4.515026,3,
T,,69.45661163,-151.56178278,4,4,2008,18,40,35,1e25,1e25,-20.600000,"SM",0.0099,2.9722,534.6122,4.474137,8,
T,,69.45704648,-151.56208796,4,4,2008,18,40,59,1e25,1e25,-20.600000,"SM",0.0309,3.0032,534.6432,4.641480,24,
T,,69.45732879,-151.56236264,4,4,2008,18,41,20,1e25,1e25,-20.600000,"SM",0.0206,3.0238,534.6638,3.533276,21,
T,,69.45758049,-151.56248468,4,4,2008,18,41,46,1e25,1e25,-20.600000,"SM",0.0176,3.0414,534.6814,2.442641,26,
T,,69.45776364,-151.56269833,4,4,2008,18,42,14,1e25,1e25,-20.600000,"SM",0.0137,3.0551,534.6951,1.757991,28,
T,,69.45810696,-151.56306454,4,4,2008,18,42,49,1e25,1e25,-20.600000,"SM",0.0253,3.0804,534.7204,2.605208,35,
T,,69.45821375,-151.56327819,4,4,2008,18,43,1,1e25,1e25,-20.600000,"SM",0.0090,3.0894,534.7294,2.704474,12,
T,,69.45851130,-151.56358330,4,4,2008,18,43,24,1e25,1e25,-20.600000,"SM",0.0218,3.1113,534.7513,3.419908,23,
T,,69.45890039,-151.56428520,4,4,2008,18,43,51,1e25,1e25,-20.600000,"SM",0.0318,3.1431,534.7831,4.242185,27,
T,,69.45881649,-151.56533813,4,4,2008,18,44,12,1e25,1e25,-20.600000,"SM",0.0262,3.1693,534.8093,4.487447,21,
T,,69.45869445,-151.56666557,4,4,2008,18,44,38,1e25,1e25,-20.600000,"SM",0.0333,3.2026,534.8426,4.606380,26,
T,,69.45857232,-151.56796259,4,4,2008,18,45,3,1e25,1e25,-20.600000,"SM",0.0326,3.2351,534.8751,4.688202,25,
T,,69.45845028,-151.56925960,4,4,2008,18,45,28,1e25,1e25,-20.600000,"SM",0.0326,3.2677,534.9077,4.688010,25,
T,,69.45828239,-151.57084655,4,4,2008,18,45,59,1e25,1e25,-20.600000,"SM",0.0402,3.3079,534.9479,4.666604,31,
T,,69.45821375,-151.57144158,4,4,2008,18,46,11,1e25,1e25,-20.600000,"SM",0.0152,3.3230,534.9630,4.555730,12,
T,,69.45807645,-151.57305904,4,4,2008,18,46,42,1e25,1e25,-20.600000,"SM",0.0403,3.3634,535.0034,4.685241,31,
T,,69.45794670,-151.57450860,4,4,2008,18,47,10,1e25,1e25,-20.600000,"SM",0.0363,3.3997,535.0397,4.663201,28,
T,,69.45793144,-151.57466124,4,4,2008,18,47,48,1e25,1e25,-20.600000,"SM",0.0038,3.4035,535.0435,0.364522,38,
T,,69.45786280,-151.57534788,4,4,2008,18,49,39,1e25,1e25,-20.600000,"SM",0.0173,3.4208,535.0608,0.561403,111,
T,,69.45772550,-151.57678219,4,4,2008,18,50,7,1e25,1e25,-20.600000,"SM",0.0360,3.4569,535.0969,4.634367,28,
T,,69.45770262,-151.57696526,4,4,2008,18,50,11,1e25,1e25,-20.600000,"SM",0.0047,3.4616,535.1016,4.240315,4,
T,,69.45767974,-151.57723993,4,4,2008,18,50,16,1e25,1e25,-20.600000,"SM",0.0068,3.4684,535.1084,4.928070,5,
T,,69.45754998,-151.57846067,4,4,2008,18,50,40,1e25,1e25,-20.600000,"SM",0.0309,3.4993,535.1393,4.638701,24,
T,,69.45740506,-151.58007804,4,4,2008,18,51,12,1e25,1e25,-20.600000,"SM",0.0405,3.5398,535.1798,4.553043,32,
T,,69.45724480,-151.58181762,4,4,2008,18,51,46,1e25,1e25,-20.600000,"SM",0.0436,3.5834,535.2234,4.617086,34,
T,,69.45722192,-151.58203119,4,4,2008,18,51,50,1e25,1e25,-20.600000,"SM",0.0054,3.5888,535.2288,4.872675,4,
T,,69.45719141,-151.58238214,4,4,2008,18,51,57,1e25,1e25,-20.600000,"SM",0.0088,3.5976,535.2376,4.508305,7,
T,,69.45717615,-151.58265682,4,4,2008,18,52,2,1e25,1e25,-20.600000,"SM",0.0067,3.6043,535.2443,4.854592,5,
