X,Y,LATITUDE,LONGITUDE,"Type",ATTR_1,ATTR_10,ATTR_11,ATTR_12,ATTR_13,ATTR_14,ATTR_15,ATTR_16,ATTR_17,ATTR_18,ATTR_19,ATTR_2,ATTR_20,ATTR_21,ATTR_3,ATTR_4,ATTR_5,ATTR_6,ATTR_7,ATTR_8,ATTR_9,Datum:,ZoneOffset:
387106.474,7835176.790,70.596054° N,150.045792° W,,T,1e25,-20.600000,SM,0.0259,2.1284,10.1697,3.113526,30,,,,,,8,19,2008,13,48,54,1e25,,
387106.442,7835210.024,70.596352° N,150.045837° W,,T,1e25,-20.600000,SM,0.0206,2.1489,10.1903,3.087911,24,,,,,,8,19,2008,13,49,18,1e25,,
387101.849,7835242.635,70.596641° N,150.046005° W,,T,1e25,-20.600000,SM,0.0204,2.1693,10.2107,3.192918,23,,,,,,8,19,2008,13,49,41,1e25,,
387101.722,7835285.243,70.597023° N,150.046066° W,,T,1e25,-20.600000,SM,0.0264,2.1957,10.2371,3.393459,28,,,,,,8,19,2008,13,50,9,1e25,,
387091.550,7835330.912,70.597427° N,150.046402° W,,T,1e25,-20.600000,SM,0.0290,2.2247,10.2661,3.477663,30,,,,,,8,19,2008,13,50,39,1e25,,
387076.642,7835372.560,70.597793° N,150.046860° W,,T,1e25,-20.600000,SM,0.0274,2.2521,10.2935,3.522559,28,,,,,,8,19,2008,13,51,7,1e25,,
387080.172,7835409.021,70.598122° N,150.046814° W,,T,1e25,-20.600000,SM,0.0227,2.2748,10.3162,3.141917,26,,,,,,8,19,2008,13,51,33,1e25,,
387088.310,7835446.956,70.598465° N,150.046646° W,,T,1e25,-20.600000,SM,0.0240,2.2988,10.3402,3.204302,27,,,,,,8,19,2008,13,52,0,1e25,,
387093.225,7835488.469,70.598839° N,150.046570° W,,T,1e25,-20.600000,SM,0.0259,2.3247,10.3661,3.585379,26,,,,,,8,19,2008,13,52,26,1e25,,
387091.703,7835537.112,70.599274° N,150.046677° W,,T,1e25,-20.600000,SM,0.0301,2.3549,10.3962,3.391341,32,,,,,,8,19,2008,13,52,58,1e25,,
387088.962,7835584.111,70.599693° N,150.046814° W,,T,1e25,-20.600000,SM,0.0292,2.3840,10.4254,3.620158,29,,,,,,8,19,2008,13,53,27,1e25,,
387089.135,7835632.668,70.600128° N,150.046875° W,,T,1e25,-20.600000,SM,0.0301,2.4141,10.4555,3.609370,30,,,,,,8,19,2008,13,53,57,1e25,,
387070.673,7835671.086,70.600464° N,150.047424° W,,T,1e25,-20.600000,SM,0.0264,2.4405,10.4819,3.277043,29,,,,,,8,19,2008,13,54,26,1e25,,
387038.957,7835705.059,70.600754° N,150.048325° W,,T,1e25,-20.600000,SM,0.0288,2.4693,10.5107,3.572463,29,,,,,,8,19,2008,13,54,55,1e25,,
387027.233,7835742.288,70.601082° N,150.048691° W,,T,1e25,-20.600000,SM,0.0242,2.4935,10.5348,3.347320,26,,,,,,8,19,2008,13,55,21,1e25,,
387023.463,7835779.969,70.601417° N,150.048843° W,,T,1e25,-20.600000,SM,0.0235,2.5169,10.5583,3.518553,24,,,,,,8,19,2008,13,55,45,1e25,,
387024.209,7835817.422,70.601753° N,150.048874° W,,T,1e25,-20.600000,SM,0.0232,2.5401,10.5815,3.212991,26,,,,,,8,19,2008,13,56,11,1e25,,
387030.130,7835856.320,70.602104° N,150.048767° W,,T,1e25,-20.600000,SM,0.0244,2.5645,10.6059,3.374589,26,,,,,,8,19,2008,13,56,37,1e25,,
387031.250,7835867.338,70.602203° N,150.048752° W,,T,1e25,-20.600000,SM,0.0069,2.5714,10.6127,3.528047,7,,,,,,8,19,2008,13,56,44,1e25,,
387029.940,7835875.080,70.602272° N,150.048798° W,,T,1e25,-20.600000,SM,0.0049,2.5762,10.6176,3.501817,5,,,,,,8,19,2008,13,56,49,1e25,,
387017.609,7835911.478,70.602592° N,150.049179° W,,T,1e25,-20.600000,SM,0.0238,2.6000,10.6414,3.427562,25,,,,,,8,19,2008,13,57,14,1e25,,
387034.005,7835944.738,70.602898° N,150.048782° W,,T,1e25,-20.600000,SM,0.0230,2.6230,10.6644,3.062324,27,,,,,,8,19,2008,13,57,41,1e25,,
387052.182,7835979.613,70.603218° N,150.048340° W,,T,1e25,-20.600000,SM,0.0244,2.6474,10.6887,3.131671,28,,,,,,8,19,2008,13,58,9,1e25,,
387057.758,7836011.713,70.603508° N,150.048233° W,,T,1e25,-20.600000,SM,0.0202,2.6675,10.7089,3.027232,24,,,,,,8,19,2008,13,58,33,1e25,,
387056.162,7836047.581,70.603828° N,150.048325° W,,T,1e25,-20.600000,SM,0.0222,2.6898,10.7311,3.335952,24,,,,,,8,19,2008,13,58,57,1e25,,
387048.564,7836088.010,70.604187° N,150.048584° W,,T,1e25,-20.600000,SM,0.0255,2.7153,10.7566,3.528054,26,,,,,,8,19,2008,13,59,23,1e25,,
387030.544,7836123.850,70.604500° N,150.049118° W,,T,1e25,-20.600000,SM,0.0248,2.7401,10.7815,3.440064,26,,,,,,8,19,2008,13,59,49,1e25,,
387012.863,7836166.491,70.604874° N,150.049652° W,,T,1e25,-20.600000,SM,0.0286,2.7687,10.8100,3.675735,28,,,,,,8,19,2008,14,0,17,1e25,,
387002.443,7836207.052,70.605232° N,150.049988° W,,T,1e25,-20.600000,SM,0.0259,2.7946,10.8360,3.458597,27,,,,,,8,19,2008,14,0,44,1e25,,
386993.024,7836245.026,70.605568° N,150.050293° W,,T,1e25,-20.600000,SM,0.0242,2.8189,10.8602,3.489661,25,,,,,,8,19,2008,14,1,9,1e25,,
387002.505,7836287.152,70.605949° N,150.050095° W,,T,1e25,-20.600000,SM,0.0267,2.8456,10.8870,3.106054,31,,,,,,8,19,2008,14,1,40,1e25,,
387031.764,7836317.210,70.606232° N,150.049347° W,,T,1e25,-20.600000,SM,0.0260,2.8716,10.9129,3.339662,28,,,,,,8,19,2008,14,2,8,1e25,,
387064.145,7836353.075,70.606567° N,150.048523° W,,T,1e25,-20.600000,SM,0.0299,2.9015,10.9429,3.264208,33,,,,,,8,19,2008,14,2,41,1e25,,
387052.030,7836393.731,70.606926° N,150.048904° W,,T,1e25,-20.600000,SM,0.0263,2.9278,10.9691,3.261803,29,,,,,,8,19,2008,14,3,10,1e25,,
387022.930,7836434.388,70.607277° N,150.049744° W,,T,1e25,-20.600000,SM,0.0310,2.9587,11.0001,3.483242,32,,,,,,8,19,2008,14,3,42,1e25,,
387018.551,7836471.247,70.607605° N,150.049912° W,,T,1e25,-20.600000,SM,0.0230,2.9817,11.0231,3.310878,25,,,,,,8,19,2008,14,4,7,1e25,,
387016.421,7836473.911,70.607628° N,150.049973° W,,T,1e25,-20.600000,SM,0.0021,2.9838,11.0252,3.801102,2,,,,,,8,19,2008,14,4,9,1e25,,
387004.892,7836492.388,70.607788° N,150.050308° W,,T,1e25,-20.600000,SM,0.0135,2.9973,11.0387,1.734153,28,,,,,,8,19,2008,14,4,37,1e25,,
386998.415,7836498.677,70.607841° N,150.050491° W,,T,1e25,-20.600000,SM,0.0056,3.0029,11.0443,0.773978,26,,,,,,8,19,2008,14,5,3,1e25,,
386988.580,7836517.061,70.608002° N,150.050781° W,,T,1e25,-20.600000,SM,0.0129,3.0158,11.0572,1.787838,26,,,,,,8,19,2008,14,5,29,1e25,,
386983.143,7836521.594,70.608040° N,150.050934° W,,T,1e25,-20.600000,SM,0.0044,3.0202,11.0616,2.253760,7,,,,,,8,19,2008,14,5,36,1e25,,
386976.975,7836522.755,70.608047° N,150.051102° W,,T,1e25,-20.600000,SM,0.0039,3.0241,11.0655,2.331320,6,,,,,,8,19,2008,14,5,42,1e25,,
386956.008,7836499.957,70.607834° N,150.051636° W,,T,1e25,-20.600000,SM,0.0192,3.0433,11.0846,2.380985,29,,,,,,8,19,2008,14,6,11,1e25,,
386942.971,7836454.602,70.607422° N,150.051926° W,,T,1e25,-20.600000,SM,0.0292,3.0725,11.1139,3.188814,33,,,,,,8,19,2008,14,6,44,1e25,,
386929.176,7836428.027,70.607178° N,150.052261° W,,T,1e25,-20.600000,SM,0.0185,3.0911,11.1324,3.513780,19,,,,,,8,19,2008,14,7,3,1e25,,
386899.658,7836392.872,70.606850° N,150.053009° W,,T,1e25,-20.600000,SM,0.0284,3.1195,11.1608,3.301211,31,,,,,,8,19,2008,14,7,34,1e25,,
386866.872,7836371.512,70.606644° N,150.053863° W,,T,1e25,-20.600000,SM,0.0242,3.1437,11.1851,3.230202,27,,,,,,8,19,2008,14,8,1,1e25,,
386848.268,7836328.142,70.606247° N,150.054306° W,,T,1e25,-20.600000,SM,0.0292,3.1729,11.2143,3.288366,32,,,,,,8,19,2008,14,8,33,1e25,,
386822.011,7836290.268,70.605896° N,150.054962° W,,T,1e25,-20.600000,SM,0.0285,3.2015,11.2428,3.543046,29,,,,,,8,19,2008,14,9,2,1e25,,
386810.113,7836278.941,70.605789° N,150.055267° W,,T,1e25,-20.600000,SM,0.0102,3.2117,11.2530,3.328952,11,,,,,,8,19,2008,14,9,13,1e25,,
386773.506,7836249.256,70.605507° N,150.056213° W,,T,1e25,-20.600000,SM,0.0292,3.2408,11.2822,3.388929,31,,,,,,8,19,2008,14,9,44,1e25,,
386739.331,7836222.856,70.605255° N,150.057098° W,,T,1e25,-20.600000,SM,0.0267,3.2676,11.3089,3.208597,30,,,,,,8,19,2008,14,10,14,1e25,,
386702.337,7836185.525,70.604904° N,150.058044° W,,T,1e25,-20.600000,SM,0.0325,3.3001,11.3415,3.254488,36,,,,,,8,19,2008,14,10,50,1e25,,
386686.373,7836149.689,70.604576° N,150.058426° W,,T,1e25,-20.600000,SM,0.0243,3.3244,11.3658,3.498971,25,,,,,,8,19,2008,14,11,15,1e25,,
386654.888,7836120.598,70.604301° N,150.059235° W,,T,1e25,-20.600000,SM,0.0265,3.3510,11.3923,3.412707,28,,,,,,8,19,2008,14,11,43,1e25,,
386628.103,7836083.605,70.603958° N,150.059906° W,,T,1e25,-20.600000,SM,0.0283,3.3792,11.4206,3.394167,30,,,,,,8,19,2008,14,12,13,1e25,,
386625.064,7836079.499,70.603920° N,150.059982° W,,T,1e25,-20.600000,SM,0.0032,3.3824,11.4238,3.796002,3,,,,,,8,19,2008,14,12,16,1e25,,
386613.902,7836071.544,70.603844° N,150.060272° W,,T,1e25,-20.600000,SM,0.0085,3.3909,11.4323,3.394865,9,,,,,,8,19,2008,14,12,25,1e25,,
386600.437,7836062.853,70.603760° N,150.060623° W,,T,1e25,-20.600000,SM,0.0099,3.4008,11.4422,3.572080,10,,,,,,8,19,2008,14,12,35,1e25,,
386595.140,7836058.860,70.603722° N,150.060760° W,,T,1e25,-20.600000,SM,0.0041,3.4049,11.4463,3.696398,4,,,,,,8,19,2008,14,12,39,1e25,,
386560.392,7836032.492,70.603470° N,150.061661° W,,T,1e25,-20.600000,SM,0.0270,3.4319,11.4733,3.601057,27,,,,,,8,19,2008,14,13,6,1e25,,
386524.517,7836006.180,70.603218° N,150.062591° W,,T,1e25,-20.600000,SM,0.0275,3.4595,11.5008,3.419482,29,,,,,,8,19,2008,14,13,35,1e25,,
386520.303,7836001.282,70.603172° N,150.062698° W,,T,1e25,-20.600000,SM,0.0040,3.4635,11.5048,3.601388,4,,,,,,8,19,2008,14,13,39,1e25,,
386483.738,7835961.377,70.602798° N,150.063629° W,,T,1e25,-20.600000,SM,0.0335,3.4970,11.5384,3.548821,34,,,,,,8,19,2008,14,14,13,1e25,,
386450.956,7835917.872,70.602394° N,150.064453° W,,T,1e25,-20.600000,SM,0.0337,3.5307,11.5721,3.571828,34,,,,,,8,19,2008,14,14,47,1e25,,
386417.166,7835888.050,70.602112° N,150.065323° W,,T,1e25,-20.600000,SM,0.0279,3.5586,11.6000,3.587952,28,,,,,,8,19,2008,14,15,15,1e25,,
386393.985,7835844.062,70.601707° N,150.065887° W,,T,1e25,-20.600000,SM,0.0308,3.5894,11.6308,3.464508,32,,,,,,8,19,2008,14,15,47,1e25,,
386364.104,7835813.191,70.601417° N,150.066650° W,,T,1e25,-20.600000,SM,0.0266,3.6160,11.6574,3.420611,28,,,,,,8,19,2008,14,16,15,1e25,,
386331.438,7835783.313,70.601135° N,150.067490° W,,T,1e25,-20.600000,SM,0.0274,3.6435,11.6848,3.524395,28,,,,,,8,19,2008,14,16,43,1e25,,
386326.661,7835778.443,70.601089° N,150.067612° W,,T,1e25,-20.600000,SM,0.0042,3.6477,11.6890,3.801641,4,,,,,,8,19,2008,14,16,47,1e25,,
386286.393,7835743.839,70.600761° N,150.068649° W,,T,1e25,-20.600000,SM,0.0329,3.6806,11.7219,3.586439,33,,,,,,8,19,2008,14,17,20,1e25,,
386244.379,7835719.546,70.600525° N,150.069748° W,,T,1e25,-20.600000,SM,0.0300,3.7106,11.7520,3.380195,32,,,,,,8,19,2008,14,17,52,1e25,,
386236.038,7835711.449,70.600449° N,150.069962° W,,T,1e25,-20.600000,SM,0.0072,3.7178,11.7592,3.702012,7,,,,,,8,19,2008,14,17,59,1e25,,
386230.131,7835706.636,70.600403° N,150.070114° W,,T,1e25,-20.600000,SM,0.0047,3.7225,11.7639,3.396658,5,,,,,,8,19,2008,14,18,4,1e25,,
386194.336,7835670.956,70.600067° N,150.071030° W,,T,1e25,-20.600000,SM,0.0313,3.7538,11.7952,3.520863,32,,,,,,8,19,2008,14,18,36,1e25,,
386168.582,7835632.211,70.599709° N,150.071671° W,,T,1e25,-20.600000,SM,0.0288,3.7826,11.8240,3.457487,30,,,,,,8,19,2008,14,19,6,1e25,,
386136.178,7835596.360,70.599373° N,150.072494° W,,T,1e25,-20.600000,SM,0.0299,3.8125,11.8539,3.475274,31,,,,,,8,19,2008,14,19,37,1e25,,
386093.334,7835566.999,70.599091° N,150.073608° W,,T,1e25,-20.600000,SM,0.0322,3.8447,11.8861,3.404894,34,,,,,,8,19,2008,14,20,11,1e25,,
386052.713,7835525.601,70.598701° N,150.074646° W,,T,1e25,-20.600000,SM,0.0359,3.8806,11.9220,3.494363,37,,,,,,8,19,2008,14,20,48,1e25,,
386050.325,7835523.167,70.598679° N,150.074707° W,,T,1e25,-20.600000,SM,0.0021,3.8827,11.9241,3.801842,2,,,,,,8,19,2008,14,20,50,1e25,,
386019.219,7835490.659,70.598373° N,150.075500° W,,T,1e25,-20.600000,SM,0.0279,3.9106,11.9520,3.582183,28,,,,,,8,19,2008,14,21,18,1e25,,
385983.331,7835453.282,70.598022° N,150.076416° W,,T,1e25,-20.600000,SM,0.0321,3.9427,11.9840,3.609777,32,,,,,,8,19,2008,14,21,50,1e25,,
385953.569,7835424.965,70.597755° N,150.077179° W,,T,1e25,-20.600000,SM,0.0254,3.9681,12.0095,3.663041,25,,,,,,8,19,2008,14,22,15,1e25,,
385923.375,7835388.152,70.597412° N,150.077942° W,,T,1e25,-20.600000,SM,0.0295,3.9976,12.0390,3.538157,30,,,,,,8,19,2008,14,22,45,1e25,,
385898.830,7835351.052,70.597069° N,150.078552° W,,T,1e25,-20.600000,SM,0.0275,4.0252,12.0665,3.542092,28,,,,,,8,19,2008,14,23,13,1e25,,
385859.454,7835334.309,70.596901° N,150.079590° W,,T,1e25,-20.600000,SM,0.0265,4.0516,12.0930,3.288257,29,,,,,,8,19,2008,14,23,42,1e25,,
385819.585,7835352.518,70.597046° N,150.080688° W,,T,1e25,-20.600000,SM,0.0271,4.0788,12.1201,3.052401,32,,,,,,8,19,2008,14,24,14,1e25,,
385813.320,7835363.069,70.597137° N,150.080872° W,,T,1e25,-20.600000,SM,0.0076,4.0864,12.1277,3.419407,8,,,,,,8,19,2008,14,24,22,1e25,,
385793.194,7835368.349,70.597176° N,150.081421° W,,T,1e25,-20.600000,SM,0.0129,4.0993,12.1406,2.897985,16,,,,,,8,19,2008,14,24,38,1e25,,
385772.299,7835325.103,70.596779° N,150.081924° W,,T,1e25,-20.600000,SM,0.0297,4.1290,12.1704,3.149786,34,,,,,,8,19,2008,14,25,12,1e25,,
385744.231,7835285.619,70.596413° N,150.082626° W,,T,1e25,-20.600000,SM,0.0300,4.1590,12.2004,3.600161,30,,,,,,8,19,2008,14,25,42,1e25,,
385714.255,7835230.908,70.595909° N,150.083359° W,,T,1e25,-20.600000,SM,0.0386,4.1976,12.2390,3.759369,37,,,,,,8,19,2008,14,26,19,1e25,,
385699.101,7835177.999,70.595428° N,150.083694° W,,T,1e25,-20.600000,SM,0.0341,4.2317,12.2731,3.609519,34,,,,,,8,19,2008,14,26,53,1e25,,
385672.078,7835125.684,70.594948° N,150.084351° W,,T,1e25,-20.600000,SM,0.0365,4.2682,12.3096,3.751098,35,,,,,,8,19,2008,14,27,28,1e25,,
385649.796,7835077.398,70.594505° N,150.084884° W,,T,1e25,-20.600000,SM,0.0329,4.3011,12.3425,3.705518,32,,,,,,8,19,2008,14,28,0,1e25,,
385618.892,7835038.068,70.594139° N,150.085663° W,,T,1e25,-20.600000,SM,0.0310,4.3321,12.3735,3.717054,30,,,,,,8,19,2008,14,28,30,1e25,,
385582.296,7835009.252,70.593864° N,150.086609° W,,T,1e25,-20.600000,SM,0.0288,4.3610,12.4023,3.460901,30,,,,,,8,19,2008,14,29,0,1e25,,
385544.217,7834984.771,70.593628° N,150.087601° W,,T,1e25,-20.600000,SM,0.0280,4.3890,12.4303,3.603575,28,,,,,,8,19,2008,14,29,28,1e25,,
385510.701,7834960.919,70.593399° N,150.088470° W,,T,1e25,-20.600000,SM,0.0255,4.4145,12.4558,3.667612,25,,,,,,8,19,2008,14,29,53,1e25,,
385471.058,7834928.000,70.593086° N,150.089493° W,,T,1e25,-20.600000,SM,0.0319,4.4464,12.4877,3.705240,31,,,,,,8,19,2008,14,30,24,1e25,,
385450.627,7834916.252,70.592972° N,150.090027° W,,T,1e25,-20.600000,SM,0.0146,4.4609,12.5023,3.501759,15,,,,,,8,19,2008,14,30,39,1e25,,
385446.017,7834914.783,70.592956° N,150.090149° W,,T,1e25,-20.600000,SM,0.0030,4.4639,12.5053,3.594387,3,,,,,,8,19,2008,14,30,42,1e25,,
385405.235,7834915.156,70.592941° N,150.091248° W,,T,1e25,-20.600000,SM,0.0252,4.4892,12.5305,3.365894,27,,,,,,8,19,2008,14,31,9,1e25,,
385396.366,7834907.941,70.592873° N,150.091476° W,,T,1e25,-20.600000,SM,0.0071,4.4963,12.5376,2.831701,9,,,,,,8,19,2008,14,31,18,1e25,,
385364.637,7834863.546,70.592461° N,150.092270° W,,T,1e25,-20.600000,SM,0.0338,4.5301,12.5714,3.475970,35,,,,,,8,19,2008,14,31,53,1e25,,
385340.774,7834817.898,70.592041° N,150.092850° W,,T,1e25,-20.600000,SM,0.0319,4.5620,12.6033,3.480220,33,,,,,,8,19,2008,14,32,26,1e25,,
385318.434,7834779.840,70.591690° N,150.093399° W,,T,1e25,-20.600000,SM,0.0273,4.5893,12.6307,3.279787,30,,,,,,8,19,2008,14,32,56,1e25,,
385314.215,7834774.943,70.591644° N,150.093506° W,,T,1e25,-20.600000,SM,0.0040,4.5933,12.6347,3.602161,4,,,,,,8,19,2008,14,33,0,1e25,,
385308.304,7834770.123,70.591598° N,150.093658° W,,T,1e25,-20.600000,SM,0.0047,4.5980,12.6394,3.400270,5,,,,,,8,19,2008,14,33,5,1e25,,
385262.395,7834736.685,70.591278° N,150.094849° W,,T,1e25,-20.600000,SM,0.0352,4.6332,12.6745,3.617040,35,,,,,,8,19,2008,14,33,40,1e25,,
385223.614,7834698.604,70.590919° N,150.095840° W,,T,1e25,-20.600000,SM,0.0337,4.6668,12.7082,3.671520,33,,,,,,8,19,2008,14,34,13,1e25,,
385178.090,7834661.730,70.590568° N,150.097015° W,,T,1e25,-20.600000,SM,0.0363,4.7031,12.7445,3.731043,35,,,,,,8,19,2008,14,34,48,1e25,,
385147.353,7834625.806,70.590233° N,150.097794° W,,T,1e25,-20.600000,SM,0.0293,4.7324,12.7738,3.764381,28,,,,,,8,19,2008,14,35,16,1e25,,
385112.612,7834578.160,70.589790° N,150.098663° W,,T,1e25,-20.600000,SM,0.0365,4.7689,12.8103,3.651772,36,,,,,,8,19,2008,14,35,52,1e25,,
385082.221,7834537.959,70.589416° N,150.099426° W,,T,1e25,-20.600000,SM,0.0312,4.8001,12.8415,3.745157,30,,,,,,8,19,2008,14,36,22,1e25,,
385047.132,7834505.665,70.589111° N,150.100326° W,,T,1e25,-20.600000,SM,0.0295,4.8296,12.8710,3.543403,30,,,,,,8,19,2008,14,36,52,1e25,,
385009.474,7834478.615,70.588852° N,150.101303° W,,T,1e25,-20.600000,SM,0.0287,4.8584,12.8997,3.691024,28,,,,,,8,19,2008,14,37,20,1e25,,
384972.989,7834452.367,70.588600° N,150.102249° W,,T,1e25,-20.600000,SM,0.0278,4.8862,12.9275,3.577920,28,,,,,,8,19,2008,14,37,48,1e25,,
384943.506,7834407.862,70.588188° N,150.102982° W,,T,1e25,-20.600000,SM,0.0331,4.9192,12.9606,3.606752,33,,,,,,8,19,2008,14,38,21,1e25,,
384908.671,7834380.669,70.587929° N,150.103882° W,,T,1e25,-20.600000,SM,0.0274,4.9466,12.9880,3.518022,28,,,,,,8,19,2008,14,38,49,1e25,,
384875.274,7834337.217,70.587524° N,150.104721° W,,T,1e25,-20.600000,SM,0.0339,4.9805,13.0219,3.490913,35,,,,,,8,19,2008,14,39,24,1e25,,
384861.400,7834320.879,70.587372° N,150.105072° W,,T,1e25,-20.600000,SM,0.0133,4.9938,13.0352,1.647680,29,,,,,,8,19,2008,14,39,53,1e25,,
384846.918,7834314.804,70.587311° N,150.105453° W,,T,1e25,-20.600000,SM,0.0097,5.0035,13.0449,1.249950,28,,,,,,8,19,2008,14,40,21,1e25,,
384836.436,7834298.303,70.587158° N,150.105713° W,,T,1e25,-20.600000,SM,0.0121,5.0157,13.0570,1.743460,25,,,,,,8,19,2008,14,40,46,1e25,,
384849.527,7834288.253,70.587074° N,150.105347° W,,T,1e25,-20.600000,SM,0.0102,5.0259,13.0672,1.226110,30,,,,,,8,19,2008,14,41,16,1e25,,
384854.006,7834298.256,70.587166° N,150.105240° W,,T,1e25,-20.600000,SM,0.0068,5.0327,13.0740,1.527381,16,,,,,,8,19,2008,14,41,32,1e25,,
384864.400,7834313.059,70.587303° N,150.104980° W,,T,1e25,-20.600000,SM,0.0112,5.0439,13.0852,1.680267,24,,,,,,8,19,2008,14,41,56,1e25,,
384873.751,7834318.543,70.587357° N,150.104736° W,,T,1e25,-20.600000,SM,0.0067,5.0506,13.0919,0.862955,28,,,,,,8,19,2008,14,42,24,1e25,,
384877.230,7834331.144,70.587471° N,150.104660° W,,T,1e25,-20.600000,SM,0.0081,5.0587,13.1000,0.971630,30,,,,,,8,19,2008,14,42,54,1e25,,
384889.016,7834339.922,70.587555° N,150.104355° W,,T,1e25,-20.600000,SM,0.0091,5.0678,13.1091,1.926840,17,,,,,,8,19,2008,14,43,11,1e25,,
384893.494,7834338.840,70.587547° N,150.104233° W,,T,1e25,-20.600000,SM,0.0029,5.0706,13.1120,2.566525,4,,,,,,8,19,2008,14,43,15,1e25,,
384897.976,7834337.759,70.587540° N,150.104111° W,,T,1e25,-20.600000,SM,0.0029,5.0735,13.1148,2.568228,4,,,,,,8,19,2008,14,43,19,1e25,,
384921.893,7834328.859,70.587471° N,150.103455° W,,T,1e25,-20.600000,SM,0.0158,5.0893,13.1306,2.843374,20,,,,,,8,19,2008,14,43,39,1e25,,
384934.682,7834323.946,70.587433° N,150.103104° W,,T,1e25,-20.600000,SM,0.0085,5.0977,13.1391,3.053171,10,,,,,,8,19,2008,14,43,49,1e25,,
384972.603,7834322.859,70.587440° N,150.102081° W,,T,1e25,-20.600000,SM,0.0235,5.1212,13.1626,2.726878,31,,,,,,8,19,2008,14,44,20,1e25,,
385009.874,7834331.187,70.587532° N,150.101089° W,,T,1e25,-20.600000,SM,0.0236,5.1449,13.1862,2.934618,29,,,,,,8,19,2008,14,44,49,1e25,,
385023.747,7834336.442,70.587585° N,150.100723° W,,T,1e25,-20.600000,SM,0.0092,5.1541,13.1954,3.005415,11,,,,,,8,19,2008,14,45,0,1e25,,
385061.321,7834350.708,70.587730° N,150.099731° W,,T,1e25,-20.600000,SM,0.0249,5.1789,13.2203,2.985653,30,,,,,,8,19,2008,14,45,30,1e25,,
385095.634,7834356.623,70.587799° N,150.098816° W,,T,1e25,-20.600000,SM,0.0216,5.2005,13.2418,3.103664,25,,,,,,8,19,2008,14,45,55,1e25,,
385099.634,7834357.271,70.587807° N,150.098709° W,,T,1e25,-20.600000,SM,0.0025,5.2030,13.2444,3.009855,3,,,,,,8,19,2008,14,45,58,1e25,,
385114.290,7834355.671,70.587799° N,150.098312° W,,T,1e25,-20.600000,SM,0.0091,5.2121,13.2535,2.986496,11,,,,,,8,19,2008,14,46,9,1e25,,
385155.825,7834358.672,70.587845° N,150.097198° W,,T,1e25,-20.600000,SM,0.0258,5.2379,13.2793,2.993370,31,,,,,,8,19,2008,14,46,40,1e25,,
385162.564,7834357.467,70.587837° N,150.097015° W,,T,1e25,-20.600000,SM,0.0042,5.2421,13.2835,3.050949,5,,,,,,8,19,2008,14,46,45,1e25,,
385205.579,7834345.049,70.587746° N,150.095840° W,,T,1e25,-20.600000,SM,0.0277,5.2698,13.3112,2.934357,34,,,,,,8,19,2008,14,47,19,1e25,,
385211.231,7834344.761,70.587746° N,150.095688° W,,T,1e25,-20.600000,SM,0.0035,5.2734,13.3147,3.152865,4,,,,,,8,19,2008,14,47,23,1e25,,
385217.495,7834345.292,70.587753° N,150.095520° W,,T,1e25,-20.600000,SM,0.0039,5.2772,13.3186,2.801720,5,,,,,,8,19,2008,14,47,28,1e25,,
385250.892,7834355.525,70.587860° N,150.094635° W,,T,1e25,-20.600000,SM,0.0216,5.2989,13.3402,2.882951,27,,,,,,8,19,2008,14,47,55,1e25,,
385295.990,7834361.746,70.587936° N,150.093430° W,,T,1e25,-20.600000,SM,0.0282,5.3270,13.3684,2.983746,34,,,,,,8,19,2008,14,48,29,1e25,,
385339.436,7834357.827,70.587921° N,150.092255° W,,T,1e25,-20.600000,SM,0.0270,5.3540,13.3954,3.135556,31,,,,,,8,19,2008,14,49,0,1e25,,
385378.318,7834342.207,70.587799° N,150.091187° W,,T,1e25,-20.600000,SM,0.0259,5.3800,13.4213,3.219981,29,,,,,,8,19,2008,14,49,29,1e25,,
385408.282,7834351.765,70.587898° N,150.090393° W,,T,1e25,-20.600000,SM,0.0195,5.3995,13.4408,2.803630,25,,,,,,8,19,2008,14,49,54,1e25,,
385439.589,7834365.506,70.588036° N,150.089569° W,,T,1e25,-20.600000,SM,0.0212,5.4206,13.4620,2.930633,26,,,,,,8,19,2008,14,50,20,1e25,,
385463.595,7834369.395,70.588081° N,150.088928° W,,T,1e25,-20.600000,SM,0.0151,5.4357,13.4770,3.010571,18,,,,,,8,19,2008,14,50,38,1e25,,
385472.944,7834374.882,70.588135° N,150.088684° W,,T,1e25,-20.600000,SM,0.0067,5.4424,13.4837,3.020263,8,,,,,,8,19,2008,14,50,46,1e25,,
385481.074,7834378.728,70.588173° N,150.088470° W,,T,1e25,-20.600000,SM,0.0056,5.4480,13.4893,2.863249,7,,,,,,8,19,2008,14,50,53,1e25,,
385522.212,7834385.163,70.588249° N,150.087372° W,,T,1e25,-20.600000,SM,0.0258,5.4737,13.5151,2.993095,31,,,,,,8,19,2008,14,51,24,1e25,,
385523.342,7834385.106,70.588249° N,150.087341° W,,T,1e25,-20.600000,SM,0.0007,5.4744,13.5158,2.522229,1,,,,,,8,19,2008,14,51,25,1e25,,
385526.128,7834384.112,70.588242° N,150.087265° W,,T,1e25,-20.600000,SM,0.0018,5.4763,13.5176,3.295725,2,,,,,,8,19,2008,14,51,27,1e25,,
