X,Y,LATITUDE,LONGITUDE,"Type",ATTR_1,ATTR_10,ATTR_11,ATTR_12,ATTR_13,ATTR_14,ATTR_15,ATTR_16,ATTR_17,ATTR_18,ATTR_19,ATTR_20,ATTR_21,ATTR_3,ATTR_4,ATTR_5,ATTR_6,ATTR_7,ATTR_8,ATTR_9,Datum:,ZoneOffset:
387074.220,7835939.808,70.602872° N,150.047692° W,,T,1e25,1e25,SM,0.0442,0.9514,3.9640,2.698746,59,,,,,8,19,2008,10,28,21,13.066490,,
387102.559,7835953.961,70.603011° N,150.046948° W,,T,1e25,1e25,SM,0.0196,0.9710,3.9836,10.085509,7,,,,,8,19,2008,10,28,28,16.219973,,
387115.029,7835967.031,70.603134° N,150.046630° W,,T,1e25,1e25,SM,0.0112,0.9822,3.9947,3.355727,12,,,,,8,19,2008,10,28,40,16.219973,,
387084.511,7836043.236,70.603802° N,150.047555° W,,T,1e25,1e25,SM,0.0508,1.0330,4.0456,3.000559,61,,,,,8,19,2008,10,29,41,16.219973,,
387031.409,7836116.665,70.604436° N,150.049085° W,,N,1e25,1e25,SM,0.0561,0.0000,4.1017,2.767328,73,,,,,8,19,2008,10,30,54,16.219973,,
387030.110,7836122.889,70.604491° N,150.049128° W,,T,1e25,1e25,SM,0.0039,0.0039,4.1056,14.179578,1,,,,,8,19,2008,10,30,55,16.219973,,
387033.869,7836133.869,70.604591° N,150.049042° W,,T,1e25,1e25,SM,0.0072,0.0111,4.1128,3.696669,7,,,,,8,19,2008,10,31,2,-5.857212,,
387046.717,7836171.436,70.604933° N,150.048747° W,,T,1e25,1e25,SM,0.0246,0.0357,4.1374,2.855848,31,,,,,8,19,2008,10,31,33,3.604438,,
387058.213,7836245.027,70.605597° N,150.048537° W,,T,1e25,1e25,SM,0.0461,0.0819,4.1836,2.555301,65,,,,,8,19,2008,10,32,38,2.027697,,
387044.895,7836276.485,70.605873° N,150.048938° W,,N,1e25,1e25,SM,0.0212,0.0000,4.2047,3.808331,20,,,,,8,19,2008,10,32,58,2.027697,,
387034.195,7836316.555,70.606227° N,150.049281° W,,T,1e25,1e25,SM,0.0257,0.0257,4.2304,3.425162,27,,,,,8,19,2008,10,33,25,-37.396448,,
387018.290,7836370.722,70.606705° N,150.049782° W,,N,1e25,1e25,SM,0.0350,0.0000,4.2654,3.070263,41,,,,,8,19,2008,10,34,6,-35.819707,,
387014.211,7836376.206,70.606752° N,150.049900° W,,T,1e25,1e25,SM,0.0042,0.0042,4.2696,0.952387,16,,,,,8,19,2008,10,34,22,-34.242965,,
387001.478,7836476.393,70.607643° N,150.050379° W,,T,1e25,1e25,SM,0.0626,0.0668,4.3322,2.815063,80,,,,,8,19,2008,10,35,42,-38.973591,,
387014.422,7836534.765,70.608172° N,150.050109° W,,T,1e25,1e25,SM,0.0370,0.1038,4.3692,2.777624,48,,,,,8,19,2008,10,36,30,-37.396448,,
387015.310,7836562.832,70.608424° N,150.050123° W,,T,1e25,1e25,SM,0.0174,0.1212,4.3866,2.087327,30,,,,,8,19,2008,10,37,0,-34.242965,,
387002.749,7836554.401,70.608342° N,150.050450° W,,T,1e25,1e25,SM,0.0094,0.1306,4.3960,1.873204,18,,,,,8,19,2008,10,37,18,-29.511940,,
387005.890,7836537.366,70.608191° N,150.050342° W,,T,1e25,1e25,SM,0.0107,0.1413,4.4067,1.755843,22,,,,,8,19,2008,10,37,40,-26.358056,,
387014.432,7836497.020,70.607834° N,150.050057° W,,T,1e25,1e25,SM,0.0255,0.1669,4.4322,2.966409,31,,,,,8,19,2008,10,38,11,-23.203772,,
387027.042,7836448.756,70.607407° N,150.049652° W,,T,1e25,1e25,SM,0.0309,0.1978,4.4631,3.178053,35,,,,,8,19,2008,10,38,46,-18.472747,,
387032.380,7836411.175,70.607073° N,150.049458° W,,T,1e25,1e25,SM,0.0235,0.2213,4.4866,3.135002,27,,,,,8,19,2008,10,39,13,-13.742121,,
387035.731,7836368.666,70.606694° N,150.049310° W,,T,1e25,1e25,SM,0.0264,0.2477,4.5131,3.278850,29,,,,,8,19,2008,10,39,42,-13.742121,,
387035.054,7836333.464,70.606379° N,150.049280° W,,T,1e25,1e25,SM,0.0218,0.2695,4.5349,3.140503,25,,,,,8,19,2008,10,40,7,-4.280471,,
387028.295,7836303.446,70.606107° N,150.049422° W,,T,1e25,1e25,SM,0.0191,0.2886,4.5539,3.430759,20,,,,,8,19,2008,10,40,27,0.450955,,
387025.566,7836243.822,70.605572° N,150.049415° W,,T,1e25,1e25,SM,0.0370,0.3255,4.5909,3.412825,39,,,,,8,19,2008,10,41,6,-2.703729,,
387027.335,7836201.513,70.605194° N,150.049310° W,,T,1e25,1e25,SM,0.0262,0.3518,4.6171,2.777260,34,,,,,8,19,2008,10,41,40,-5.857212,,
387028.042,7836159.933,70.604822° N,150.049234° W,,T,1e25,1e25,SM,0.0258,0.3775,4.6429,3.091205,30,,,,,8,19,2008,10,42,10,-10.588238,,
387031.484,7836124.412,70.604505° N,150.049093° W,,T,1e25,1e25,SM,0.0221,0.3996,4.6650,3.183191,25,,,,,8,19,2008,10,42,35,-9.011496,,
387039.026,7836083.303,70.604141° N,150.048835° W,,T,1e25,1e25,SM,0.0259,0.4255,4.6909,3.106625,30,,,,,8,19,2008,10,43,5,-5.857212,,
387050.154,7836055.680,70.603898° N,150.048497° W,,T,1e25,1e25,SM,0.0184,0.4440,4.7093,3.161853,21,,,,,8,19,2008,10,43,26,-4.280471,,
387060.445,7836019.807,70.603582° N,150.048172° W,,T,1e25,1e25,SM,0.0231,0.4671,4.7324,3.328723,25,,,,,8,19,2008,10,43,51,-2.703729,,
387067.263,7835980.868,70.603236° N,150.047935° W,,T,1e25,1e25,SM,0.0245,0.4916,4.7569,3.525976,25,,,,,8,19,2008,10,44,16,2.027697,,
387072.528,7835962.237,70.603072° N,150.047768° W,,T,1e25,1e25,SM,0.0120,0.5035,4.7689,2.055732,21,,,,,8,19,2008,10,44,37,6.758722,,
387075.103,7835950.884,70.602971° N,150.047683° W,,T,1e25,1e25,SM,0.0072,0.5108,4.7761,1.297970,20,,,,,8,19,2008,10,44,57,19.374257,,
387073.926,7835946.516,70.602931° N,150.047709° W,,T,1e25,1e25,SM,0.0028,0.5136,4.7789,0.630591,16,,,,,8,19,2008,10,45,13,25.682024,,
387074.704,7835944.492,70.602914° N,150.047686° W,,T,1e25,1e25,SM,0.0013,0.5149,4.7803,0.241742,20,,,,,8,19,2008,10,45,33,35.143675,,
387076.641,7835943.215,70.602903° N,150.047632° W,,T,1e25,1e25,SM,0.0014,0.5163,4.7817,0.430788,12,,,,,8,19,2008,10,45,45,41.451442,,
387076.869,7835939.402,70.602869° N,150.047620° W,,T,1e25,1e25,SM,0.0024,0.5187,4.7841,0.532255,16,,,,,8,19,2008,10,46,1,43.028584,,
387076.694,7835915.653,70.602656° N,150.047593° W,,T,1e25,1e25,SM,0.0147,0.5334,4.7988,2.942373,18,,,,,8,19,2008,10,46,19,44.605726,,
387078.506,7835887.740,70.602407° N,150.047506° W,,T,1e25,1e25,SM,0.0173,0.5507,4.8161,2.079139,30,,,,,8,19,2008,10,46,49,43.028584,,
387078.372,7835871.861,70.602265° N,150.047488° W,,T,1e25,1e25,SM,0.0098,0.5606,4.8260,0.863687,41,,,,,8,19,2008,10,47,30,41.451442,,
387075.713,7835866.818,70.602219° N,150.047553° W,,T,1e25,1e25,SM,0.0035,0.5641,4.8295,0.552665,23,,,,,8,19,2008,10,47,53,44.605726,,
387073.494,7835863.213,70.602185° N,150.047608° W,,T,1e25,1e25,SM,0.0026,0.5667,4.8321,0.224718,42,,,,,8,19,2008,10,48,35,58.798402,,
387073.824,7835842.452,70.602000° N,150.047571° W,,T,1e25,1e25,SM,0.0129,0.5796,4.8450,2.315089,20,,,,,8,19,2008,10,48,55,61.952286,,
387077.551,7835824.657,70.601842° N,150.047447° W,,T,1e25,1e25,SM,0.0113,0.5909,4.8562,2.252352,18,,,,,8,19,2008,10,49,13,61.952286,,
387084.084,7835801.656,70.601639° N,150.047240° W,,T,1e25,1e25,SM,0.0148,0.6057,4.8710,1.777202,30,,,,,8,19,2008,10,49,43,63.529428,,
387088.648,7835792.412,70.601558° N,150.047104° W,,T,1e25,1e25,SM,0.0064,0.6120,4.8774,1.436579,16,,,,,8,19,2008,10,49,59,66.682911,,
387110.619,7835793.546,70.601578° N,150.046514° W,,T,1e25,1e25,SM,0.0136,0.6257,4.8910,24.512025,2,,,,,8,19,2008,10,50,1,69.837195,,
387112.618,7835790.478,70.601552° N,150.046456° W,,T,1e25,1e25,SM,0.0023,0.6279,4.8933,2.040858,4,,,,,8,19,2008,10,50,5,77.721703,,
387112.349,7835776.553,70.601427° N,150.046444° W,,T,1e25,1e25,SM,0.0086,0.6366,4.9019,1.826976,17,,,,,8,19,2008,10,50,22,77.721703,,
387114.208,7835765.433,70.601328° N,150.046379° W,,T,1e25,1e25,SM,0.0070,0.6435,4.9089,1.571398,16,,,,,8,19,2008,10,50,38,77.721703,,
387112.466,7835749.765,70.601187° N,150.046405° W,,T,1e25,1e25,SM,0.0098,0.6533,4.9187,2.067818,17,,,,,8,19,2008,10,50,55,76.144962,,
387110.988,7835723.160,70.600948° N,150.046409° W,,T,1e25,1e25,SM,0.0165,0.6698,4.9352,2.376799,25,,,,,8,19,2008,10,51,20,77.721703,,
387108.697,7835706.650,70.600799° N,150.046448° W,,T,1e25,1e25,SM,0.0103,0.6801,4.9455,2.186486,17,,,,,8,19,2008,10,51,37,71.413936,,
387100.142,7835675.280,70.600515° N,150.046636° W,,T,1e25,1e25,SM,0.0201,0.7003,4.9657,3.152465,23,,,,,8,19,2008,10,52,0,61.952286,,
387093.725,7835645.880,70.600248° N,150.046769° W,,T,1e25,1e25,SM,0.0186,0.7189,4.9843,2.580855,26,,,,,8,19,2008,10,52,26,58.798402,,
387093.050,7835620.480,70.600021° N,150.046753° W,,T,1e25,1e25,SM,0.0157,0.7347,5.0000,2.833100,20,,,,,8,19,2008,10,52,46,50.913493,,
387093.909,7835594.449,70.599788° N,150.046695° W,,T,1e25,1e25,SM,0.0161,0.7508,5.0162,3.056667,19,,,,,8,19,2008,10,53,5,43.028584,,
387098.539,7835571.386,70.599584° N,150.046539° W,,T,1e25,1e25,SM,0.0146,0.7654,5.0307,3.085668,17,,,,,8,19,2008,10,53,22,41.451442,,
387103.936,7835544.492,70.599345° N,150.046357° W,,T,1e25,1e25,SM,0.0170,0.7824,5.0477,2.912639,21,,,,,8,19,2008,10,53,43,36.720817,,
387106.853,7835514.512,70.599078° N,150.046238° W,,T,1e25,1e25,SM,0.0187,0.8010,5.0664,3.053182,22,,,,,8,19,2008,10,54,5,35.143675,,
387100.084,7835491.252,70.598867° N,150.046389° W,,T,1e25,1e25,SM,0.0150,0.8160,5.0814,2.843050,19,,,,,8,19,2008,10,54,24,30.413049,,
387096.874,7835458.565,70.598573° N,150.046431° W,,T,1e25,1e25,SM,0.0203,0.8364,5.1017,2.929669,25,,,,,8,19,2008,10,54,49,27.259166,,
387090.452,7835416.537,70.598193° N,150.046547° W,,T,1e25,1e25,SM,0.0263,0.8627,5.1281,3.269215,29,,,,,8,19,2008,10,55,18,25.682024,,
387076.050,7835373.338,70.597800° N,150.046877° W,,T,1e25,1e25,SM,0.0282,0.8909,5.1563,2.901161,35,,,,,8,19,2008,10,55,53,25.682024,,
387073.591,7835331.561,70.597425° N,150.046886° W,,T,1e25,1e25,SM,0.0259,0.9168,5.1822,3.218026,29,,,,,8,19,2008,10,56,22,27.259166,,
387078.148,7835295.132,70.597101° N,150.046714° W,,T,1e25,1e25,SM,0.0227,0.9396,5.2049,3.032055,27,,,,,8,19,2008,10,56,49,35.143675,,
387079.595,7835289.172,70.597048° N,150.046667° W,,T,1e25,1e25,SM,0.0038,0.9434,5.2087,2.735487,5,,,,,8,19,2008,10,56,54,31.990191,,
387086.803,7835266.184,70.596846° N,150.046442° W,,T,1e25,1e25,SM,0.0149,0.9583,5.2237,2.827287,19,,,,,8,19,2008,10,57,13,28.835907,,
387093.538,7835250.858,70.596711° N,150.046240° W,,T,1e25,1e25,SM,0.0104,0.9687,5.2340,3.110265,12,,,,,8,19,2008,10,57,25,35.143675,,
387100.066,7835229.253,70.596521° N,150.046035° W,,T,1e25,1e25,SM,0.0140,0.9826,5.2480,2.960394,17,,,,,8,19,2008,10,57,42,31.990191,,
387107.016,7835203.723,70.596295° N,150.045813° W,,T,1e25,1e25,SM,0.0164,0.9990,5.2644,3.105251,19,,,,,8,19,2008,10,58,1,28.835907,,
387106.789,7835191.508,70.596186° N,150.045803° W,,T,1e25,1e25,SM,0.0076,1.0066,5.2720,3.405262,8,,,,,8,19,2008,10,58,9,24.104882,,
387110.745,7835155.214,70.595863° N,150.045647° W,,T,1e25,1e25,SM,0.0226,1.0292,5.2946,3.015349,27,,,,,8,19,2008,10,58,36,24.104882,,
387110.240,7835115.145,70.595504° N,150.045607° W,,T,1e25,1e25,SM,0.0248,1.0540,5.3194,3.191371,28,,,,,8,19,2008,10,59,4,30.413049,,
387115.229,7835071.983,70.595119° N,150.045414° W,,T,1e25,1e25,SM,0.0269,1.0809,5.3463,3.460308,28,,,,,8,19,2008,10,59,32,28.835907,,
387119.572,7835046.313,70.594892° N,150.045263° W,,T,1e25,1e25,SM,0.0161,1.0971,5.3624,2.902818,20,,,,,8,19,2008,10,59,52,27.259166,,
387121.794,7835038.058,70.594819° N,150.045192° W,,T,1e25,1e25,SM,0.0053,1.1024,5.3677,2.382971,8,,,,,8,19,2008,11,0,0,28.835907,,
387127.766,7835017.331,70.594636° N,150.045003° W,,T,1e25,1e25,SM,0.0134,1.1157,5.3811,3.005916,16,,,,,8,19,2008,11,0,16,30.413049,,
387136.554,7834992.028,70.594413° N,150.044732° W,,T,1e25,1e25,SM,0.0166,1.1323,5.3977,2.986324,20,,,,,8,19,2008,11,0,36,33.566933,,
387140.378,7834965.643,70.594179° N,150.044593° W,,T,1e25,1e25,SM,0.0165,1.1488,5.4142,2.972476,20,,,,,8,19,2008,11,0,56,28.835907,,
387142.084,7834939.393,70.593944° N,150.044512° W,,T,1e25,1e25,SM,0.0163,1.1651,5.4305,2.932968,20,,,,,8,19,2008,11,1,16,22.527740,,
387141.178,7834917.486,70.593748° N,150.044507° W,,T,1e25,1e25,SM,0.0136,1.1787,5.4441,3.055773,16,,,,,8,19,2008,11,1,32,24.104882,,
387139.932,7834894.521,70.593542° N,150.044509° W,,T,1e25,1e25,SM,0.0142,1.1930,5.4583,2.849362,18,,,,,8,19,2008,11,1,50,19.374257,,
387141.872,7834870.703,70.593329° N,150.044425° W,,T,1e25,1e25,SM,0.0148,1.2078,5.4731,3.134675,17,,,,,8,19,2008,11,2,7,22.527740,,
387139.503,7834846.614,70.593112° N,150.044456° W,,T,1e25,1e25,SM,0.0150,1.2227,5.4881,2.998718,18,,,,,8,19,2008,11,2,25,17.797115,,
387136.632,7834823.458,70.592904° N,150.044502° W,,T,1e25,1e25,SM,0.0145,1.2372,5.5026,3.251993,16,,,,,8,19,2008,11,2,41,24.104882,,
387132.742,7834795.804,70.592654° N,150.044569° W,,T,1e25,1e25,SM,0.0173,1.2545,5.5199,2.707601,23,,,,,8,19,2008,11,3,4,11.489348,,
387130.025,7834789.237,70.592594° N,150.044634° W,,T,1e25,1e25,SM,0.0044,1.2589,5.5243,0.990327,16,,,,,8,19,2008,11,3,20,11.489348,,
387124.122,7834783.262,70.592538° N,150.044785° W,,T,1e25,1e25,SM,0.0052,1.2641,5.5295,0.936247,20,,,,,8,19,2008,11,3,40,3.604438,,
387116.981,7834767.182,70.592391° N,150.044955° W,,T,1e25,1e25,SM,0.0109,1.2750,5.5404,0.800636,49,,,,,8,19,2008,11,4,29,5.181580,,
387113.067,7834764.308,70.592364° N,150.045057° W,,T,1e25,1e25,SM,0.0030,1.2780,5.5434,0.541175,20,,,,,8,19,2008,11,4,49,6.758722,,
387109.422,7834760.101,70.592324° N,150.045149° W,,T,1e25,1e25,SM,0.0034,1.2815,5.5468,0.620487,20,,,,,8,19,2008,11,5,9,8.335464,,
387103.005,7834755.986,70.592285° N,150.045316° W,,T,1e25,1e25,SM,0.0047,1.2862,5.5515,0.447121,38,,,,,8,19,2008,11,5,47,14.643231,,
387096.471,7834752.185,70.592248° N,150.045487° W,,T,1e25,1e25,SM,0.0047,1.2909,5.5562,0.732553,23,,,,,8,19,2008,11,6,10,13.066490,,
387087.559,7834747.539,70.592202° N,150.045721° W,,T,1e25,1e25,SM,0.0062,1.2971,5.5625,1.018118,22,,,,,8,19,2008,11,6,32,20.950998,,
387058.586,7834732.892,70.592058° N,150.046481° W,,N,1e25,1e25,SM,0.0201,0.0000,5.5825,0.871738,83,,,,,8,19,2008,11,7,55,24.104882,,
387059.425,7834746.996,70.592184° N,150.046478° W,,T,1e25,1e25,SM,0.0088,0.0088,5.5913,0.768388,41,,,,,8,19,2008,11,8,36,-2.703729,,
387031.364,7834673.253,70.591512° N,150.047134° W,,N,1e25,1e25,SM,0.0489,0.0000,5.6402,5.331355,33,,,,,8,19,2008,11,9,9,-2.703729,,
387049.046,7834739.175,70.592110° N,150.046747° W,,T,1e25,1e25,SM,0.0423,0.0423,5.6824,25.366198,6,,,,,8,19,2008,11,9,15,-2.703729,,
387032.129,7834737.291,70.592085° N,150.047200° W,,T,1e25,1e25,SM,0.0105,0.0528,5.6930,3.793000,10,,,,,8,19,2008,11,9,25,-92.590412,,
387030.351,7834738.588,70.592096° N,150.047249° W,,T,1e25,1e25,SM,0.0014,0.0542,5.6943,0.222932,22,,,,,8,19,2008,11,9,47,-91.013671,,
387029.201,7834737.073,70.592082° N,150.047278° W,,T,1e25,1e25,SM,0.0012,0.0554,5.6955,0.235577,18,,,,,8,19,2008,11,10,5,-89.436529,,
387014.942,7834725.863,70.591975° N,150.047647° W,,T,1e25,1e25,SM,0.0112,0.0666,5.7068,0.297291,136,,,,,8,19,2008,11,12,21,-79.974878,,
387001.098,7834717.796,70.591897° N,150.048009° W,,T,1e25,1e25,SM,0.0099,0.0765,5.7167,0.686756,52,,,,,8,19,2008,11,13,13,-78.397736,,
386991.318,7834716.218,70.591878° N,150.048270° W,,T,1e25,1e25,SM,0.0061,0.0826,5.7228,0.401341,55,,,,,8,19,2008,11,14,8,-78.397736,,
386978.440,7834698.125,70.591710° N,150.048592° W,,T,1e25,1e25,SM,0.0138,0.0964,5.7366,1.125347,44,,,,,8,19,2008,11,14,52,-76.820594,,
386971.828,7834690.509,70.591639° N,150.048760° W,,T,1e25,1e25,SM,0.0062,0.1026,5.7428,0.562080,40,,,,,8,19,2008,11,15,32,-72.089969,,
386946.117,7834695.508,70.591673° N,150.049459° W,,N,1e25,1e25,SM,0.0162,0.0000,5.7590,0.324259,180,,,,,8,19,2008,11,18,32,-53.166667,,
386941.730,7834677.277,70.591507° N,150.049552° W,,N,1e25,1e25,SM,0.0116,0.0000,5.7706,0.475145,88,,,,,8,19,2008,11,20,0,-35.819707,,
386945.108,7834674.056,70.591480° N,150.049457° W,,T,1e25,1e25,SM,0.0029,0.0029,5.7735,0.867012,12,,,,,8,19,2008,11,20,12,-27.935198,,
386934.258,7834673.224,70.591468° N,150.049748° W,,T,1e25,1e25,SM,0.0067,0.0096,5.7803,1.515550,16,,,,,8,19,2008,11,20,28,-24.780514,,
386943.802,7834664.676,70.591395° N,150.049480° W,,T,1e25,1e25,SM,0.0079,0.0176,5.7882,1.298217,22,,,,,8,19,2008,11,20,50,-9.011496,,
386946.873,7834659.129,70.591347° N,150.049389° W,,T,1e25,1e25,SM,0.0039,0.0215,5.7921,0.831446,17,,,,,8,19,2008,11,21,7,-9.011496,,
386950.911,7834650.586,70.591272° N,150.049269° W,,T,1e25,1e25,SM,0.0059,0.0273,5.7980,0.679658,31,,,,,8,19,2008,11,21,38,-12.164979,,
386958.213,7834645.660,70.591232° N,150.049066° W,,T,1e25,1e25,SM,0.0055,0.0328,5.8034,0.654351,30,,,,,8,19,2008,11,22,8,-9.011496,,
386964.401,7834641.615,70.591198° N,150.048894° W,,T,1e25,1e25,SM,0.0046,0.0374,5.8080,0.183084,90,,,,,8,19,2008,11,23,38,-7.434354,,
386966.737,7834635.197,70.591142° N,150.048822° W,,T,1e25,1e25,SM,0.0042,0.0416,5.8122,0.292841,52,,,,,8,19,2008,11,24,30,-7.434354,,
386962.168,7834620.168,70.591005° N,150.048925° W,,T,1e25,1e25,SM,0.0097,0.0513,5.8220,0.432436,81,,,,,8,19,2008,11,25,51,8.335464,,
386954.544,7834610.749,70.590917° N,150.049117° W,,T,1e25,1e25,SM,0.0075,0.0588,5.8295,0.442852,61,,,,,8,19,2008,11,26,52,16.219973,,
386949.325,7834603.224,70.590848° N,150.049248° W,,T,1e25,1e25,SM,0.0057,0.0645,5.8351,0.567211,36,,,,,8,19,2008,11,27,28,17.797115,,
386945.585,7834600.032,70.590817° N,150.049344° W,,T,1e25,1e25,SM,0.0030,0.0675,5.8382,0.685021,16,,,,,8,19,2008,11,27,44,20.950998,,
386943.704,7834597.599,70.590795° N,150.049391° W,,T,1e25,1e25,SM,0.0019,0.0695,5.8401,0.236430,29,,,,,8,19,2008,11,28,13,25.682024,,
386934.449,7834580.998,70.590642° N,150.049618° W,,T,1e25,1e25,SM,0.0118,0.0812,5.8519,0.504486,84,,,,,8,19,2008,11,29,37,11.489348,,
386922.498,7834582.442,70.590650° N,150.049942° W,,T,1e25,1e25,SM,0.0075,0.0887,5.8593,0.609616,44,,,,,8,19,2008,11,30,21,0.450955,,
386914.254,7834575.817,70.590586° N,150.050155° W,,T,1e25,1e25,SM,0.0065,0.0952,5.8659,0.589357,40,,,,,8,19,2008,11,31,1,2.027697,,
386905.923,7834571.891,70.590548° N,150.050374° W,,T,1e25,1e25,SM,0.0057,0.1009,5.8716,0.180057,114,,,,,8,19,2008,11,32,55,-7.434354,,
386906.994,7834574.384,70.590570° N,150.050348° W,,T,1e25,1e25,SM,0.0017,0.1026,5.8732,0.060494,100,,,,,8,19,2008,11,34,35,-4.280471,,
386907.429,7834558.626,70.590429° N,150.050315° W,,T,1e25,1e25,SM,0.0098,0.1124,5.8830,0.627732,56,,,,,8,19,2008,11,35,31,-4.280471,,
386909.361,7834554.326,70.590392° N,150.050258° W,,T,1e25,1e25,SM,0.0029,0.1153,5.8859,0.700746,15,,,,,8,19,2008,11,35,46,3.604438,,
386911.420,7834549.700,70.590351° N,150.050196° W,,T,1e25,1e25,SM,0.0031,0.1184,5.8891,0.705469,16,,,,,8,19,2008,11,36,2,16.219973,,
386911.233,7834545.619,70.590315° N,150.050195° W,,T,1e25,1e25,SM,0.0025,0.1210,5.8916,0.379626,24,,,,,8,19,2008,11,36,26,19.374257,,
386911.179,7834537.103,70.590238° N,150.050185° W,,T,1e25,1e25,SM,0.0053,0.1262,5.8969,0.387564,49,,,,,8,19,2008,11,37,15,30.413049,,
386910.142,7834533.317,70.590204° N,150.050208° W,,T,1e25,1e25,SM,0.0024,0.1287,5.8993,0.460700,19,,,,,8,19,2008,11,37,34,33.566933,,
386906.454,7834526.538,70.590142° N,150.050298° W,,T,1e25,1e25,SM,0.0048,0.1334,5.9041,0.477974,36,,,,,8,19,2008,11,38,10,30.413049,,
386901.377,7834524.744,70.590123° N,150.050433° W,,T,1e25,1e25,SM,0.0033,0.1368,5.9074,0.428642,28,,,,,8,19,2008,11,38,38,8.335464,,
386898.625,7834518.928,70.590070° N,150.050499° W,,T,1e25,1e25,SM,0.0040,0.1408,5.9114,0.843833,17,,,,,8,19,2008,11,38,55,5.181580,,
386896.470,7834517.005,70.590052° N,150.050554° W,,T,1e25,1e25,SM,0.0018,0.1425,5.9132,0.536467,12,,,,,8,19,2008,11,39,7,0.450955,,
386895.317,7834513.936,70.590024° N,150.050581° W,,T,1e25,1e25,SM,0.0020,0.1446,5.9152,0.456879,16,,,,,8,19,2008,11,39,23,3.604438,,
386894.262,7834509.308,70.589982° N,150.050603° W,,T,1e25,1e25,SM,0.0029,0.1475,5.9182,0.377988,28,,,,,8,19,2008,11,39,51,8.335464,,
386887.106,7834504.126,70.589932° N,150.050789° W,,T,1e25,1e25,SM,0.0055,0.1530,5.9236,0.364709,54,,,,,8,19,2008,11,40,45,3.604438,,
386878.745,7834503.179,70.589920° N,150.051013° W,,T,1e25,1e25,SM,0.0052,0.1582,5.9288,0.506708,37,,,,,8,19,2008,11,41,22,5.181580,,
386868.867,7834496.431,70.589855° N,150.051269° W,,T,1e25,1e25,SM,0.0074,0.1656,5.9362,0.634910,42,,,,,8,19,2008,11,42,4,3.604438,,
386850.767,7834470.550,70.589615° N,150.051722° W,,T,1e25,1e25,SM,0.0196,0.1852,5.9558,0.395588,178,,,,,8,19,2008,11,45,2,13.066490,,
386851.003,7834467.523,70.589588° N,150.051711° W,,T,1e25,1e25,SM,0.0019,0.1870,5.9577,0.398174,17,,,,,8,19,2008,11,45,19,17.797115,,
386842.213,7834457.827,70.589498° N,150.051935° W,,T,1e25,1e25,SM,0.0081,0.1952,5.9658,0.911781,32,,,,,8,19,2008,11,45,51,17.797115,,
386827.326,7834452.341,70.589442° N,150.052328° W,,T,1e25,1e25,SM,0.0098,0.2050,5.9756,0.350073,101,,,,,8,19,2008,11,47,32,25.682024,,
386844.660,7834443.522,70.589371° N,150.051850° W,,T,1e25,1e25,SM,0.0120,0.2170,5.9876,1.111349,39,,,,,8,19,2008,11,48,11,22.527740,,
386843.020,7834438.662,70.589326° N,150.051887° W,,T,1e25,1e25,SM,0.0032,0.2202,5.9908,0.423610,27,,,,,8,19,2008,11,48,38,5.181580,,
386832.650,7834435.757,70.589296° N,150.052162° W,,T,1e25,1e25,SM,0.0067,0.2269,5.9975,0.774184,31,,,,,8,19,2008,11,49,9,5.181580,,
386830.694,7834432.401,70.589265° N,150.052210° W,,T,1e25,1e25,SM,0.0024,0.2293,5.9999,0.279369,31,,,,,8,19,2008,11,49,40,6.758722,,
386832.619,7834432.417,70.589266° N,150.052159° W,,T,1e25,1e25,SM,0.0012,0.2305,6.0011,0.158864,27,,,,,8,19,2008,11,50,7,14.643231,,
386815.838,7834424.873,70.589191° N,150.052600° W,,T,1e25,1e25,SM,0.0114,0.2418,6.0125,0.611996,67,,,,,8,19,2008,11,51,14,13.066490,,
386813.964,7834420.849,70.589154° N,150.052645° W,,T,1e25,1e25,SM,0.0027,0.2446,6.0152,0.282839,35,,,,,8,19,2008,11,51,49,20.950998,,
386811.934,7834419.125,70.589137° N,150.052698° W,,T,1e25,1e25,SM,0.0016,0.2462,6.0169,0.312360,19,,,,,8,19,2008,11,52,8,22.527740,,
386808.448,7834417.100,70.589118° N,150.052789° W,,T,1e25,1e25,SM,0.0025,0.2487,6.0194,0.528534,17,,,,,8,19,2008,11,52,25,17.797115,,
386808.116,7834416.377,70.589111° N,150.052797° W,,T,1e25,1e25,SM,0.0005,0.2492,6.0199,0.443430,4,,,,,8,19,2008,11,52,29,17.797115,,
386796.639,7834411.778,70.589065° N,150.053099° W,,T,1e25,1e25,SM,0.0077,0.2569,6.0275,0.492057,56,,,,,8,19,2008,11,53,25,8.335464,,
386788.319,7834407.731,70.589025° N,150.053318° W,,T,1e25,1e25,SM,0.0057,0.2626,6.0332,0.606481,34,,,,,8,19,2008,11,53,59,9.912205,,
386783.228,7834404.683,70.588995° N,150.053451° W,,T,1e25,1e25,SM,0.0037,0.2663,6.0369,0.440869,30,,,,,8,19,2008,11,54,29,16.219973,,
386775.471,7834405.223,70.588997° N,150.053660° W,,T,1e25,1e25,SM,0.0048,0.2711,6.0417,0.433139,40,,,,,8,19,2008,11,55,9,14.643231,,
386780.695,7834401.131,70.588962° N,150.053514° W,,T,1e25,1e25,SM,0.0041,0.2752,6.0458,0.434994,34,,,,,8,19,2008,11,55,43,14.643231,,
