Version 2:CSV
Datum:,WGS-84
ZoneOffset:,0.000000
"Type","Name","Lat","Long","Month#","Day#","Year","Hour","Min","Sec","Comment","Symbol#","SymbolColor","SymbolDisplay","Altitude (Meters)","Depth (Meters)","Temp Deg C","Ref Dist","Ref units"
W,001,70.54788667,-149.21208833,7,21,2008,11,0,0,21-JUL-08 11:00,18,Default Color,S+N,1.327515,1e25,1e25,0.0,feet
W,002,70.53270833,-149.08479333,7,21,2008,11,32,0,21-JUL-08 11:32,18,Default Color,S+N,0.606567,1e25,1e25,3.112,S mi
W,003,70.48795000,-148.70027000,7,21,2008,13,6,0,21-JUL-08 13:06,18,Default Color,S+N,1.567871,1e25,1e25,12.500,S mi
"Type","Name|Color|Visibility","Lat","Long","Month#","Day#","Year","Hour","Min","Sec","Altitude (Meters)","Depth (Meters)","Temp Deg C","Units","DP","DS","DT","VP (Mi/hr)","TP"
T,,70.50689167,-148.86009833,7,21,2008,20,29,48,-0.343384,1e25,1e25,"SM",0.0170,9.8928,9.8928,6.128598,10,
T,,70.50681000,-148.85940667,7,21,2008,20,29,58,0.137451,1e25,1e25,"SM",0.0169,9.9097,9.9097,6.089740,10,
T,,70.50672833,-148.85870667,7,21,2008,20,30,8,0.137451,1e25,1e25,"SM",0.0171,9.9268,9.9268,6.155012,10,
T,,70.50664833,-148.85799167,7,21,2008,20,30,18,0.137451,1e25,1e25,"SM",0.0174,9.9442,9.9442,6.259394,10,
T,,70.50656667,-148.85729667,7,21,2008,20,30,28,0.137451,1e25,1e25,"SM",0.0170,9.9612,9.9612,6.115895,10,
T,,70.50648833,-148.85656833,7,21,2008,20,30,38,1.098633,1e25,1e25,"SM",0.0176,9.9788,9.9788,6.351626,10,
T,,70.50641167,-148.85587667,7,21,2008,20,30,48,0.618042,1e25,1e25,"SM",0.0168,9.9956,9.9956,6.049499,10,
T,,70.50633000,-148.85514833,7,21,2008,20,30,58,1.579346,1e25,1e25,"SM",0.0177,10.0134,10.0134,6.377593,10,
T,,70.50625833,-148.85445500,7,21,2008,20,31,8,2.060059,1e25,1e25,"SM",0.0167,10.0301,10.0301,6.024709,10,
T,,70.50618167,-148.85375333,7,21,2008,20,31,18,1.579346,1e25,1e25,"SM",0.0170,10.0471,10.0471,6.128389,10,
T,,70.50609833,-148.85307000,7,21,2008,20,31,28,1.579346,1e25,1e25,"SM",0.0168,10.0639,10.0639,6.038869,10,
T,,70.50602667,-148.85238167,7,21,2008,20,31,38,1.098633,1e25,1e25,"SM",0.0166,10.0805,10.0805,5.985140,10,
T,,70.50595500,-148.85171667,7,21,2008,20,31,48,-0.343384,1e25,1e25,"SM",0.0161,10.0966,10.0966,5.800557,10,
T,,70.50590000,-148.85098667,7,21,2008,20,31,58,0.618042,1e25,1e25,"SM",0.0173,10.1139,10.1139,6.211920,10,
T,,70.50583333,-148.85026667,7,21,2008,20,32,8,0.618042,1e25,1e25,"SM",0.0172,10.1311,10.1311,6.202204,10,
T,,70.50576833,-148.84953167,7,21,2008,20,32,18,1.579346,1e25,1e25,"SM",0.0175,10.1487,10.1487,6.311540,10,
T,,70.50569333,-148.84884000,7,21,2008,20,32,28,1.098633,1e25,1e25,"SM",0.0168,10.1654,10.1654,6.036753,10,
T,,70.50562167,-148.84812000,7,21,2008,20,32,38,1.579346,1e25,1e25,"SM",0.0173,10.1827,10.1827,6.236666,10,
T,,70.50553500,-148.84743333,7,21,2008,20,32,48,1.579346,1e25,1e25,"SM",0.0169,10.1997,10.1997,6.093846,10,
T,,70.50545333,-148.84674167,7,21,2008,20,32,58,1.098633,1e25,1e25,"SM",0.0169,10.2166,10.2166,6.090102,10,
T,,70.50535333,-148.84605667,7,21,2008,20,33,8,1.098633,1e25,1e25,"SM",0.0172,10.2338,10.2338,6.206277,10,
T,,70.50527167,-148.84536500,7,21,2008,20,33,18,1.098633,1e25,1e25,"SM",0.0169,10.2507,10.2507,6.090151,10,
T,,70.50518667,-148.84466833,7,21,2008,20,33,28,0.618042,1e25,1e25,"SM",0.0171,10.2678,10.2678,6.157291,10,
T,,70.50508167,-148.84399667,7,21,2008,20,33,38,0.618042,1e25,1e25,"SM",0.0171,10.2850,10.2850,6.156824,10,
T,,70.50498833,-148.84332667,7,21,2008,20,33,48,0.137451,1e25,1e25,"SM",0.0167,10.3017,10.3017,6.026700,10,
T,,70.50489667,-148.84262833,7,21,2008,20,33,58,1.579346,1e25,1e25,"SM",0.0173,10.3190,10.3190,6.229131,10,
T,,70.50480000,-148.84195000,7,21,2008,20,34,8,1.098633,1e25,1e25,"SM",0.0170,10.3360,10.3360,6.122725,10,
T,,70.50470667,-148.84125833,7,21,2008,20,34,18,1.098633,1e25,1e25,"SM",0.0172,10.3532,10.3532,6.193136,10,
T,,70.50462333,-148.84054500,7,21,2008,20,34,28,1.579346,1e25,1e25,"SM",0.0174,10.3706,10.3706,6.273743,10,
T,,70.50454667,-148.83983333,7,21,2008,20,34,38,0.618042,1e25,1e25,"SM",0.0172,10.3879,10.3879,6.207780,10,
T,,70.50445833,-148.83913000,7,21,2008,20,34,48,1.579346,1e25,1e25,"SM",0.0173,10.4052,10.4052,6.238209,10,
T,,70.50437000,-148.83844167,7,21,2008,20,34,58,1.579346,1e25,1e25,"SM",0.0170,10.4222,10.4222,6.121851,10,
T,,70.50427500,-148.83774333,7,21,2008,20,35,8,1.579346,1e25,1e25,"SM",0.0174,10.4396,10.4396,6.260120,10,
T,,70.50415500,-148.83707333,7,21,2008,20,35,18,2.060059,1e25,1e25,"SM",0.0175,10.4571,10.4571,6.312156,10,
T,,70.50403833,-148.83640667,7,21,2008,20,35,28,1.579346,1e25,1e25,"SM",0.0174,10.4745,10.4745,6.248884,10,
T,,70.50394500,-148.83571500,7,21,2008,20,35,38,2.060059,1e25,1e25,"SM",0.0172,10.4917,10.4917,6.193335,10,
T,,70.50384167,-148.83503333,7,21,2008,20,35,48,2.060059,1e25,1e25,"SM",0.0173,10.5090,10.5090,6.215150,10,
T,,70.50374167,-148.83433000,7,21,2008,20,35,58,2.540649,1e25,1e25,"SM",0.0176,10.5266,10.5266,6.346421,10,
T,,70.50366167,-148.83365000,7,21,2008,20,36,8,2.060059,1e25,1e25,"SM",0.0166,10.5432,10.5432,5.985453,10,
T,,70.50356833,-148.83294000,7,21,2008,20,36,18,2.060059,1e25,1e25,"SM",0.0176,10.5608,10.5608,6.334789,10,
T,,70.50347500,-148.83224833,7,21,2008,20,36,28,2.540649,1e25,1e25,"SM",0.0172,10.5780,10.5780,6.193459,10,
T,,70.50339500,-148.83152500,7,21,2008,20,36,38,2.540649,1e25,1e25,"SM",0.0176,10.5956,10.5956,6.325927,10,
T,,70.50330500,-148.83082000,7,21,2008,20,36,48,2.540649,1e25,1e25,"SM",0.0174,10.6130,10.6130,6.266162,10,
T,,70.50321833,-148.83008833,7,21,2008,20,36,58,3.501953,1e25,1e25,"SM",0.0179,10.6309,10.6309,6.445233,10,
T,,70.50313500,-148.82936833,7,21,2008,20,37,8,3.501953,1e25,1e25,"SM",0.0176,10.6485,10.6485,6.326417,10,
T,,70.50305333,-148.82866667,7,21,2008,20,37,18,3.501953,1e25,1e25,"SM",0.0171,10.6656,10.6656,6.169069,10,
T,,70.50298167,-148.82795333,7,21,2008,20,37,28,3.021240,1e25,1e25,"SM",0.0172,10.6828,10.6828,6.184395,10,
T,,70.50291500,-148.82724500,7,21,2008,20,37,38,2.540649,1e25,1e25,"SM",0.0170,10.6998,10.6998,6.109758,10,
T,,70.50284500,-148.82647000,7,21,2008,20,37,48,3.501953,1e25,1e25,"SM",0.0185,10.7183,10.7183,6.665331,10,
T,,70.50277000,-148.82575167,7,21,2008,20,37,58,3.501953,1e25,1e25,"SM",0.0174,10.7356,10.7356,6.248463,10,
T,,70.50271000,-148.82504667,7,21,2008,20,38,8,3.021240,1e25,1e25,"SM",0.0168,10.7524,10.7524,6.040092,10,
T,,70.50264000,-148.82435500,7,21,2008,20,38,18,1.579346,1e25,1e25,"SM",0.0167,10.7691,10.7691,6.000314,10,
T,,70.50256167,-148.82359000,7,21,2008,20,38,28,3.501953,1e25,1e25,"SM",0.0185,10.7875,10.7875,6.643129,10,
T,,70.50246667,-148.82287500,7,21,2008,20,38,38,3.982666,1e25,1e25,"SM",0.0177,10.8053,10.8053,6.388943,10,
T,,70.50237333,-148.82215500,7,21,2008,20,38,48,3.501953,1e25,1e25,"SM",0.0178,10.8231,10.8231,6.412429,10,
T,,70.50229167,-148.82141500,7,21,2008,20,38,58,4.943848,1e25,1e25,"SM",0.0180,10.8411,10.8411,6.470622,10,
T,,70.50221667,-148.82069000,7,21,2008,20,39,8,4.463257,1e25,1e25,"SM",0.0175,10.8586,10.8586,6.301463,10,
T,,70.50214000,-148.81995500,7,21,2008,20,39,18,4.943848,1e25,1e25,"SM",0.0178,10.8763,10.8763,6.393075,10,
T,,70.50205333,-148.81926333,7,21,2008,20,39,28,3.982666,1e25,1e25,"SM",0.0170,10.8934,10.8934,6.133606,10,
T,,70.50196167,-148.81856500,7,21,2008,20,39,38,3.982666,1e25,1e25,"SM",0.0173,10.9107,10.9107,6.229912,10,
T,,70.50189000,-148.81783000,7,21,2008,20,39,48,3.982666,1e25,1e25,"SM",0.0177,10.9283,10.9283,6.357158,10,
T,,70.50179500,-148.81713333,7,21,2008,20,39,58,3.982666,1e25,1e25,"SM",0.0174,10.9457,10.9457,6.247964,10,
T,,70.50170000,-148.81646667,7,21,2008,20,40,8,3.021240,1e25,1e25,"SM",0.0167,10.9624,10.9624,6.018159,10,
T,,70.50159833,-148.81577167,7,21,2008,20,40,18,3.501953,1e25,1e25,"SM",0.0175,10.9799,10.9799,6.299921,10,
T,,70.50151333,-148.81506167,7,21,2008,20,40,28,3.021240,1e25,1e25,"SM",0.0174,10.9973,10.9973,6.262360,10,
T,,70.50142667,-148.81433167,7,21,2008,20,40,38,3.501953,1e25,1e25,"SM",0.0179,11.0152,11.0152,6.432700,10,
T,,70.50133833,-148.81363000,7,21,2008,20,40,48,3.021240,1e25,1e25,"SM",0.0173,11.0325,11.0325,6.226101,10,
T,,70.50125167,-148.81291333,7,21,2008,20,40,58,3.021240,1e25,1e25,"SM",0.0176,11.0500,11.0500,6.328560,10,
T,,70.50117000,-148.81218333,7,21,2008,20,41,8,3.982666,1e25,1e25,"SM",0.0178,11.0678,11.0678,6.392170,10,
T,,70.50109833,-148.81145333,7,21,2008,20,41,18,3.982666,1e25,1e25,"SM",0.0175,11.0853,11.0853,6.317550,10,
T,,70.50103000,-148.81074667,7,21,2008,20,41,28,3.021240,1e25,1e25,"SM",0.0170,11.1023,11.1023,6.108372,10,
T,,70.50095167,-148.81004333,7,21,2008,20,41,38,2.060059,1e25,1e25,"SM",0.0171,11.1194,11.1194,6.155964,10,
T,,70.50087167,-148.80931000,7,21,2008,20,41,48,2.540649,1e25,1e25,"SM",0.0178,11.1372,11.1372,6.405502,10,
T,,70.50080333,-148.80856833,7,21,2008,20,41,58,2.540649,1e25,1e25,"SM",0.0177,11.1549,11.1549,6.388063,10,
T,,70.50073000,-148.80782167,7,21,2008,20,42,8,3.501953,1e25,1e25,"SM",0.0180,11.1729,11.1729,6.462108,10,
T,,70.50066500,-148.80707333,7,21,2008,20,42,18,3.982666,1e25,1e25,"SM",0.0178,11.1907,11.1907,6.420097,10,
T,,70.50061500,-148.80633000,7,21,2008,20,42,28,3.982666,1e25,1e25,"SM",0.0175,11.2082,11.2082,6.295750,10,
T,,70.50056833,-148.80560500,7,21,2008,20,42,38,3.501953,1e25,1e25,"SM",0.0170,11.2252,11.2252,6.130383,10,
T,,70.50049667,-148.80486000,7,21,2008,20,42,48,3.021240,1e25,1e25,"SM",0.0179,11.2431,11.2431,6.437300,10,
T,,70.50042333,-148.80409833,7,21,2008,20,42,58,3.982666,1e25,1e25,"SM",0.0183,11.2614,11.2614,6.581769,10,
T,,70.50036000,-148.80337333,7,21,2008,20,43,8,3.982666,1e25,1e25,"SM",0.0173,11.2787,11.2787,6.222265,10,
T,,70.50028333,-148.80268167,7,21,2008,20,43,18,3.501953,1e25,1e25,"SM",0.0168,11.2955,11.2955,6.051145,10,
T,,70.50021500,-148.80195167,7,21,2008,20,43,28,3.982666,1e25,1e25,"SM",0.0175,11.3130,11.3130,6.294913,10,
T,,70.50013167,-148.80123667,7,21,2008,20,43,38,4.463257,1e25,1e25,"SM",0.0175,11.3305,11.3305,6.288044,10,
T,,70.50006833,-148.80049500,7,21,2008,20,43,48,4.463257,1e25,1e25,"SM",0.0177,11.3481,11.3481,6.356319,10,
T,,70.50000167,-148.79975167,7,21,2008,20,43,58,4.463257,1e25,1e25,"SM",0.0178,11.3659,11.3659,6.390756,10,
T,,70.49992333,-148.79904500,7,21,2008,20,44,8,3.982666,1e25,1e25,"SM",0.0172,11.3830,11.3830,6.182505,10,
T,,70.49984667,-148.79830500,7,21,2008,20,44,18,3.501953,1e25,1e25,"SM",0.0179,11.4009,11.4009,6.433371,10,
T,,70.49974000,-148.79761833,7,21,2008,20,44,28,3.501953,1e25,1e25,"SM",0.0175,11.4184,11.4184,6.288544,10,
T,,70.49964333,-148.79691667,7,21,2008,20,44,38,3.501953,1e25,1e25,"SM",0.0175,11.4359,11.4359,6.302683,10,
T,,70.49946833,-148.79743167,7,21,2008,20,44,48,-37.354126,1e25,1e25,"SM",0.0169,11.4528,11.4528,6.101873,10,
T,,70.49948500,-148.79534333,7,21,2008,20,44,58,6.866455,1e25,1e25,"SM",0.0482,11.5010,11.5010,17.344795,10,
T,,70.49939833,-148.79464667,7,21,2008,20,45,8,6.866455,1e25,1e25,"SM",0.0171,11.5182,11.5182,6.173195,10,
T,,70.49932667,-148.79394167,7,21,2008,20,45,18,5.424561,1e25,1e25,"SM",0.0170,11.5352,11.5352,6.119191,10,
T,,70.49925833,-148.79319833,7,21,2008,20,45,28,5.905273,1e25,1e25,"SM",0.0178,11.5529,11.5529,6.401856,10,
T,,70.49918167,-148.79249667,7,21,2008,20,45,38,4.463257,1e25,1e25,"SM",0.0170,11.5700,11.5700,6.130300,10,
T,,70.49911333,-148.79176333,7,21,2008,20,45,48,3.982666,1e25,1e25,"SM",0.0176,11.5875,11.5875,6.321884,10,
T,,70.49904000,-148.79104000,7,21,2008,20,45,58,4.463257,1e25,1e25,"SM",0.0174,11.6050,11.6050,6.276974,10,
T,,70.49896333,-148.79033000,7,21,2008,20,46,8,3.501953,1e25,1e25,"SM",0.0172,11.6222,11.6222,6.196158,10,
T,,70.49890000,-148.78957833,7,21,2008,20,46,18,3.501953,1e25,1e25,"SM",0.0179,11.6401,11.6401,6.437140,10,
T,,70.49883333,-148.78881000,7,21,2008,20,46,28,3.982666,1e25,1e25,"SM",0.0183,11.6584,11.6584,6.591797,10,
T,,70.49873167,-148.78811000,7,21,2008,20,46,38,3.982666,1e25,1e25,"SM",0.0176,11.6760,11.6760,6.338716,10,
T,,70.49864167,-148.78741833,7,21,2008,20,46,48,3.501953,1e25,1e25,"SM",0.0171,11.6931,11.6931,6.164135,10,
T,,70.49857000,-148.78671500,7,21,2008,20,46,58,3.021240,1e25,1e25,"SM",0.0170,11.7101,11.7101,6.106162,10,
T,,70.49849333,-148.78597333,7,21,2008,20,47,8,3.021240,1e25,1e25,"SM",0.0179,11.7280,11.7280,6.446981,10,
T,,70.49840833,-148.78524667,7,21,2008,20,47,18,3.021240,1e25,1e25,"SM",0.0178,11.7457,11.7457,6.393650,10,
T,,70.49831000,-148.78454667,7,21,2008,20,47,28,3.021240,1e25,1e25,"SM",0.0175,11.7632,11.7632,6.306209,10,
T,,70.49822167,-148.78385000,7,21,2008,20,47,38,2.060059,1e25,1e25,"SM",0.0172,11.7804,11.7804,6.188107,10,
T,,70.49813667,-148.78315167,7,21,2008,20,47,48,2.060059,1e25,1e25,"SM",0.0171,11.7976,11.7976,6.172180,10,
T,,70.49804000,-148.78244833,7,21,2008,20,47,58,1.098633,1e25,1e25,"SM",0.0175,11.8151,11.8151,6.315904,10,
T,,70.49795500,-148.78171667,7,21,2008,20,48,8,1.579346,1e25,1e25,"SM",0.0179,11.8330,11.8330,6.432975,10,
T,,70.49786667,-148.78098000,7,21,2008,20,48,18,2.060059,1e25,1e25,"SM",0.0181,11.8511,11.8511,6.499784,10,
T,,70.49779167,-148.78029167,7,21,2008,20,48,28,1.098633,1e25,1e25,"SM",0.0167,11.8678,11.8678,6.012560,10,
T,,70.49769500,-148.77955667,7,21,2008,20,48,38,1.579346,1e25,1e25,"SM",0.0182,11.8860,11.8860,6.559916,10,
T,,70.49759167,-148.77885667,7,21,2008,20,48,48,2.060059,1e25,1e25,"SM",0.0177,11.9036,11.9036,6.355667,10,
T,,70.49750167,-148.77813333,7,21,2008,20,48,58,2.540649,1e25,1e25,"SM",0.0178,11.9214,11.9214,6.410154,10,
T,,70.49740833,-148.77740000,7,21,2008,20,49,8,3.021240,1e25,1e25,"SM",0.0181,11.9395,11.9395,6.517128,10,
T,,70.49731333,-148.77670000,7,21,2008,20,49,18,2.540649,1e25,1e25,"SM",0.0174,11.9570,11.9570,6.274781,10,
T,,70.49721833,-148.77598333,7,21,2008,20,49,28,3.021240,1e25,1e25,"SM",0.0178,11.9748,11.9748,6.403231,10,
T,,70.49711333,-148.77529333,7,21,2008,20,49,38,2.540649,1e25,1e25,"SM",0.0175,11.9922,11.9922,6.297015,10,
T,,70.49699167,-148.77464833,7,21,2008,20,49,48,1.579346,1e25,1e25,"SM",0.0171,12.0093,12.0093,6.152017,10,
T,,70.49689667,-148.77396000,7,21,2008,20,49,58,1.579346,1e25,1e25,"SM",0.0172,12.0265,12.0265,6.185249,10,
T,,70.49681167,-148.77323000,7,21,2008,20,50,8,1.579346,1e25,1e25,"SM",0.0178,12.0444,12.0444,6.420228,10,
T,,70.49670500,-148.77252667,7,21,2008,20,50,18,1.579346,1e25,1e25,"SM",0.0178,12.0622,12.0622,6.415070,10,
T,,70.49662333,-148.77181000,7,21,2008,20,50,28,2.060059,1e25,1e25,"SM",0.0175,12.0796,12.0796,6.288569,10,
T,,70.49653667,-148.77107333,7,21,2008,20,50,38,2.060059,1e25,1e25,"SM",0.0180,12.0977,12.0977,6.486266,10,
T,,70.49644833,-148.77037167,7,21,2008,20,50,48,1.579346,1e25,1e25,"SM",0.0173,12.1150,12.1150,6.227414,10,
T,,70.49636500,-148.76964333,7,21,2008,20,50,58,2.060059,1e25,1e25,"SM",0.0178,12.1327,12.1327,6.393728,10,
T,,70.49627833,-148.76891500,7,21,2008,20,51,8,3.021240,1e25,1e25,"SM",0.0178,12.1506,12.1506,6.421110,10,
T,,70.49619167,-148.76818167,7,21,2008,20,51,18,3.021240,1e25,1e25,"SM",0.0179,12.1685,12.1685,6.460262,10,
T,,70.49609667,-148.76745833,7,21,2008,20,51,28,3.501953,1e25,1e25,"SM",0.0179,12.1864,12.1864,6.455026,10,
T,,70.49599833,-148.76674500,7,21,2008,20,51,38,3.501953,1e25,1e25,"SM",0.0178,12.2042,12.2042,6.409025,10,
T,,70.49590000,-148.76607500,7,21,2008,20,51,48,2.540649,1e25,1e25,"SM",0.0169,12.2211,12.2211,6.077972,10,
T,,70.49580667,-148.76534500,7,21,2008,20,51,58,2.540649,1e25,1e25,"SM",0.0180,12.2391,12.2391,6.491718,10,
T,,70.49571500,-148.76460833,7,21,2008,20,52,8,3.501953,1e25,1e25,"SM",0.0181,12.2573,12.2573,6.528885,10,
T,,70.49562167,-148.76389333,7,21,2008,20,52,18,2.540649,1e25,1e25,"SM",0.0177,12.2750,12.2750,6.375592,10,
T,,70.49553167,-148.76317667,7,21,2008,20,52,28,3.021240,1e25,1e25,"SM",0.0177,12.2927,12.2927,6.358850,10,
T,,70.49545333,-148.76244667,7,21,2008,20,52,38,3.501953,1e25,1e25,"SM",0.0177,12.3103,12.3103,6.367933,10,
T,,70.49536167,-148.76172167,7,21,2008,20,52,48,3.501953,1e25,1e25,"SM",0.0179,12.3282,12.3282,6.438284,10,
T,,70.49526333,-148.76101167,7,21,2008,20,52,58,3.501953,1e25,1e25,"SM",0.0177,12.3460,12.3460,6.383644,10,
T,,70.49517167,-148.76028000,7,21,2008,20,53,8,3.982666,1e25,1e25,"SM",0.0180,12.3640,12.3640,6.490144,10,
T,,70.49506500,-148.75959167,7,21,2008,20,53,18,3.501953,1e25,1e25,"SM",0.0175,12.3815,12.3815,6.302288,10,
T,,70.49498667,-148.75888167,7,21,2008,20,53,28,3.021240,1e25,1e25,"SM",0.0173,12.3987,12.3987,6.210139,10,
T,,70.49492833,-148.75816500,7,21,2008,20,53,38,2.060059,1e25,1e25,"SM",0.0170,12.4158,12.4158,6.126253,10,
T,,70.49486167,-148.75740667,7,21,2008,20,53,48,2.540649,1e25,1e25,"SM",0.0181,12.4339,12.4339,6.512658,10,
T,,70.49476833,-148.75668333,7,21,2008,20,53,58,2.540649,1e25,1e25,"SM",0.0179,12.4517,12.4517,6.440332,10,
T,,70.49469333,-148.75594833,7,21,2008,20,54,8,3.021240,1e25,1e25,"SM",0.0177,12.4695,12.4695,6.382974,10,
T,,70.49459000,-148.75526000,7,21,2008,20,54,18,3.021240,1e25,1e25,"SM",0.0174,12.4869,12.4869,6.267957,10,
T,,70.49446833,-148.75459333,7,21,2008,20,54,28,2.540649,1e25,1e25,"SM",0.0175,12.5044,12.5044,6.309891,10,
T,,70.49437833,-148.75389667,7,21,2008,20,54,38,3.021240,1e25,1e25,"SM",0.0172,12.5216,12.5216,6.203970,10,
T,,70.49428500,-148.75317833,7,21,2008,20,54,48,3.021240,1e25,1e25,"SM",0.0178,12.5394,12.5394,6.401748,10,
T,,70.49420000,-148.75246833,7,21,2008,20,54,58,3.021240,1e25,1e25,"SM",0.0174,12.5568,12.5568,6.264360,10,
T,,70.49412500,-148.75174667,7,21,2008,20,55,8,2.540649,1e25,1e25,"SM",0.0174,12.5743,12.5743,6.277317,10,
T,,70.49403167,-148.75103000,7,21,2008,20,55,18,3.021240,1e25,1e25,"SM",0.0177,12.5920,12.5920,6.388920,10,
T,,70.49393667,-148.75030333,7,21,2008,20,55,28,3.021240,1e25,1e25,"SM",0.0180,12.6100,12.6100,6.481392,10,
T,,70.49383667,-148.74957833,7,21,2008,20,55,38,3.021240,1e25,1e25,"SM",0.0181,12.6281,12.6281,6.514992,10,
T,,70.49373000,-148.74889000,7,21,2008,20,55,48,2.540649,1e25,1e25,"SM",0.0175,12.6456,12.6456,6.302629,10,
T,,70.49363000,-148.74818000,7,21,2008,20,55,58,2.060059,1e25,1e25,"SM",0.0178,12.6634,12.6634,6.400079,10,
T,,70.49352000,-148.74749167,7,21,2008,20,56,8,2.060059,1e25,1e25,"SM",0.0176,12.6810,12.6810,6.338031,10,
T,,70.49342333,-148.74678000,7,21,2008,20,56,18,2.060059,1e25,1e25,"SM",0.0177,12.6987,12.6987,6.381191,10,
T,,70.49331833,-148.74605667,7,21,2008,20,56,28,2.540649,1e25,1e25,"SM",0.0182,12.7169,12.7169,6.550925,10,
T,,70.49321333,-148.74536500,7,21,2008,20,56,38,2.060059,1e25,1e25,"SM",0.0175,12.7345,12.7345,6.310616,10,
T,,70.49312167,-148.74463667,7,21,2008,20,56,48,2.060059,1e25,1e25,"SM",0.0180,12.7524,12.7524,6.464805,10,
T,,70.49302167,-148.74391833,7,21,2008,20,56,58,2.060059,1e25,1e25,"SM",0.0180,12.7704,12.7704,6.464073,10,
T,,70.49292167,-148.74321500,7,21,2008,20,57,8,2.540649,1e25,1e25,"SM",0.0176,12.7880,12.7880,6.349286,10,
T,,70.49283667,-148.74247667,7,21,2008,20,57,18,3.021240,1e25,1e25,"SM",0.0180,12.8060,12.8060,6.486746,10,
T,,70.49275833,-148.74174000,7,21,2008,20,57,28,3.501953,1e25,1e25,"SM",0.0178,12.8239,12.8239,6.421440,10,
T,,70.49267333,-148.74101500,7,21,2008,20,57,38,3.021240,1e25,1e25,"SM",0.0177,12.8416,12.8416,6.382196,10,
T,,70.49261000,-148.74027667,7,21,2008,20,57,48,3.021240,1e25,1e25,"SM",0.0176,12.8592,12.8592,6.331693,10,
T,,70.49257000,-148.73953833,7,21,2008,20,57,58,2.540649,1e25,1e25,"SM",0.0173,12.8764,12.8764,6.212791,10,
T,,70.49251167,-148.73882000,7,21,2008,20,58,8,2.060059,1e25,1e25,"SM",0.0171,12.8935,12.8935,6.140392,10,
T,,70.49244500,-148.73806833,7,21,2008,20,58,18,2.060059,1e25,1e25,"SM",0.0179,12.9114,12.9114,6.459849,10,
T,,70.49239167,-148.73736167,7,21,2008,20,58,28,1.579346,1e25,1e25,"SM",0.0167,12.9282,12.9282,6.017677,10,
T,,70.49230833,-148.73659667,7,21,2008,20,58,38,2.060059,1e25,1e25,"SM",0.0186,12.9467,12.9467,6.683715,10,
T,,70.49221333,-148.73587167,7,21,2008,20,58,48,2.060059,1e25,1e25,"SM",0.0180,12.9647,12.9647,6.468980,10,
T,,70.49213167,-148.73512833,7,21,2008,20,58,58,2.540649,1e25,1e25,"SM",0.0181,12.9827,12.9827,6.499838,10,
T,,70.49205833,-148.73437833,7,21,2008,20,59,8,3.021240,1e25,1e25,"SM",0.0180,13.0008,13.0008,6.491217,10,
T,,70.49200000,-148.73363833,7,21,2008,20,59,18,2.540649,1e25,1e25,"SM",0.0175,13.0183,13.0183,6.315554,10,
T,,70.49198500,-148.73282167,7,21,2008,20,59,28,3.501953,1e25,1e25,"SM",0.0189,13.0372,13.0372,6.793697,10,
T,,70.49196000,-148.73209000,7,21,2008,20,59,38,2.540649,1e25,1e25,"SM",0.0170,13.0542,13.0542,6.109149,10,
T,,70.49190333,-148.73133833,7,21,2008,20,59,48,2.540649,1e25,1e25,"SM",0.0178,13.0719,13.0719,6.400679,10,
T,,70.49183167,-148.73059667,7,21,2008,20,59,58,2.540649,1e25,1e25,"SM",0.0178,13.0898,13.0898,6.413237,10,
T,,70.49174833,-148.72986833,7,21,2008,21,0,8,2.540649,1e25,1e25,"SM",0.0178,13.1075,13.1075,6.395029,10,
T,,70.49167667,-148.72910167,7,21,2008,21,0,18,3.021240,1e25,1e25,"SM",0.0184,13.1259,13.1259,6.613010,10,
T,,70.49159000,-148.72837000,7,21,2008,21,0,28,2.540649,1e25,1e25,"SM",0.0179,13.1438,13.1438,6.448515,10,
T,,70.49147333,-148.72769167,7,21,2008,21,0,38,2.540649,1e25,1e25,"SM",0.0176,13.1614,13.1614,6.337916,10,
T,,70.49135000,-148.72702000,7,21,2008,21,0,48,3.021240,1e25,1e25,"SM",0.0177,13.1791,13.1791,6.366984,10,
T,,70.49124167,-148.72632167,7,21,2008,21,0,58,2.540649,1e25,1e25,"SM",0.0178,13.1969,13.1969,6.396063,10,
T,,70.49112833,-148.72563000,7,21,2008,21,1,8,2.540649,1e25,1e25,"SM",0.0178,13.2146,13.2146,6.399713,10,
T,,70.49102667,-148.72490667,7,21,2008,21,1,18,3.501953,1e25,1e25,"SM",0.0181,13.2327,13.2327,6.518938,10,
T,,70.49094167,-148.72417167,7,21,2008,21,1,28,2.540649,1e25,1e25,"SM",0.0179,13.2507,13.2507,6.461116,10,
T,,70.49085667,-148.72341667,7,21,2008,21,1,38,2.540649,1e25,1e25,"SM",0.0184,13.2691,13.2691,6.618352,10,
T,,70.49075167,-148.72272167,7,21,2008,21,1,48,2.540649,1e25,1e25,"SM",0.0176,13.2867,13.2867,6.336467,10,
T,,70.49062333,-148.72204167,7,21,2008,21,1,58,2.060059,1e25,1e25,"SM",0.0180,13.3047,13.3047,6.488180,10,
T,,70.49049667,-148.72135833,7,21,2008,21,2,8,2.540649,1e25,1e25,"SM",0.0180,13.3227,13.3227,6.492112,10,
T,,70.49040667,-148.72063500,7,21,2008,21,2,18,2.540649,1e25,1e25,"SM",0.0178,13.3405,13.3405,6.412122,10,
